frame,worldX,worldY,X_screen,Y_screen,X_fixed,Y_fixed,VelX_fixed,VelY_fixed,scrollX,scrollY_linear,scrollY_raw,scrollY_subpx,gravity,mini,gamemode,cubedata,onGround,jblocked
671,2065,823,80,96,0x50A0,0x6066,708,-247,1977,719,0x02EF,0,0,0,0,0x00,0,0
672,2068,822,80,95,0x5064,0x5FDA,708,-140,1980,719,0x02EF,0,0,0,0,0x00,0,0
673,2071,822,80,95,0x5028,0x5FB9,708,-33,1983,719,0x02EF,0,0,0,0,0x00,0,0
674,2073,823,80,96,0x50EC,0x6003,708,74,1985,719,0x02EF,0,0,0,0,0x00,0,0
675,2076,823,80,96,0x50B0,0x60B8,708,181,1988,719,0x02EF,0,0,0,0,0x00,0,0
676,2079,824,80,97,0x5074,0x61D8,708,288,1991,719,0x02EF,0,0,0,0,0x00,0,0
677,2082,826,80,99,0x5038,0x6363,708,395,1994,719,0x02EF,0,0,0,0,0x00,0,0
678,2084,828,80,101,0x50FC,0x6559,708,502,1996,719,0x02EF,0,0,0,0,0x00,0,0
679,2087,830,80,103,0x50C0,0x67BA,708,609,1999,719,0x02EF,0,0,0,0,0x00,0,0
680,2090,833,80,106,0x5084,0x6A86,708,716,2002,719,0x02EF,0,0,0,0,0x00,0,0
681,2093,836,80,109,0x5048,0x6DBD,708,823,2005,719,0x02EF,0,0,0,0,0x00,0,0
682,2096,840,80,113,0x500C,0x715F,708,930,2008,719,0x02EF,0,0,0,0,0x00,0,0
683,2098,844,80,117,0x50D0,0x756C,708,1037,2010,719,0x02EF,0,0,0,0,0x00,0,0
684,2101,848,80,121,0x5094,0x79E4,708,1144,2013,719,0x02EF,0,0,0,0,0x00,0,0
685,2104,853,80,126,0x5058,0x7EC7,708,1251,2016,719,0x02EF,0,0,0,0,0x00,0,0
686,2107,859,80,132,0x501C,0x8415,708,1358,2019,719,0x02EF,0,0,0,0,0x00,0,0
687,2109,864,80,137,0x50E0,0x89CE,708,1465,2021,719,0x02EF,0,0,0,0,0x00,0,0
688,2112,870,80,143,0x50A4,0x8FF2,708,1572,2024,719,0x02EF,0,0,0,0,0x00,0,0
689,2115,873,80,146,0x5068,0x9200,708,0,2027,719,0x02EF,0,0,0,0,0x00,0,0
690,2118,873,80,146,0x502C,0x9200,708,0,2030,719,0x02EF,0,0,0,0,0x00,0,0
691,2120,873,80,146,0x50F0,0x9200,708,0,2032,719,0x02EF,0,0,0,0,0x00,0,0
692,2123,873,80,146,0x50B4,0x9200,708,0,2035,719,0x02EF,0,0,0,0,0x00,0,0
693,2126,873,80,146,0x5078,0x9200,708,0,2038,719,0x02EF,0,0,0,0,0x00,0,0
694,2129,873,80,146,0x503C,0x9200,708,-1424,2041,719,0x02EF,0,0,0,0,0x00,0,0
695,2132,867,80,140,0x5000,0x8CDB,708,-1317,2044,719,0x02EF,0,0,0,0,0x00,0,0
696,2134,863,80,136,0x50C4,0x8821,708,-1210,2046,719,0x02EF,0,0,0,0,0x00,0,0
697,2137,858,80,131,0x5088,0x83D2,708,-1103,2049,719,0x02EF,0,0,0,0,0x00,0,0
698,2140,854,80,127,0x504C,0x7FEE,708,-996,2052,719,0x02EF,0,0,0,0,0x00,0,0
699,2143,851,80,124,0x5010,0x7C75,708,-889,2055,719,0x02EF,0,0,0,0,0x00,0,0
700,2145,848,80,121,0x50D4,0x7967,708,-782,2057,719,0x02EF,0,0,0,0,0x00,0,0
701,2148,845,80,118,0x5098,0x76C4,708,-675,2060,719,0x02EF,0,0,0,0,0x00,0,0
702,2151,843,80,116,0x505C,0x748C,708,-568,2063,719,0x02EF,0,0,0,0,0x00,0,0
703,2154,841,80,114,0x5020,0x72BF,708,-461,2066,719,0x02EF,0,0,0,0,0x00,0,0
704,2156,840,80,113,0x50E4,0x715D,708,-354,2068,719,0x02EF,0,0,0,0,0x00,0,0
705,2159,839,80,112,0x50A8,0x7066,708,-247,2071,719,0x02EF,0,0,0,0,0x00,0,0
706,2162,838,80,111,0x506C,0x6FDA,708,-140,2074,719,0x02EF,0,0,0,0,0x00,0,0
707,2165,838,80,111,0x5030,0x6FB9,708,-33,2077,719,0x02EF,0,0,0,0,0x00,0,0
708,2167,839,80,112,0x50F4,0x7003,708,74,2079,719,0x02EF,0,0,0,0,0x00,0,0
709,2170,839,80,112,0x50B8,0x70B8,708,181,2082,719,0x02EF,0,0,0,0,0x00,0,0
710,2173,840,80,113,0x507C,0x71D8,708,288,2085,719,0x02EF,0,0,0,0,0x00,0,0
711,2176,841,80,114,0x5040,0x7200,708,0,2088,719,0x02EF,0,0,0,0,0x00,0,0
712,2179,841,80,114,0x5004,0x7200,708,0,2091,719,0x02EF,0,0,0,0,0x00,0,0
713,2181,841,80,114,0x50C8,0x7200,708,0,2093,719,0x02EF,0,0,0,0,0x00,0,0
714,2184,841,80,114,0x508C,0x7200,708,0,2096,719,0x02EF,0,0,0,0,0x00,0,0
715,2187,841,80,114,0x5050,0x7200,708,0,2099,719,0x02EF,0,0,0,0,0x00,0,0
716,2190,841,80,114,0x5014,0x7200,708,0,2102,719,0x02EF,0,0,0,0,0x00,0,0
717,2192,841,80,114,0x50D8,0x7200,708,0,2104,719,0x02EF,0,0,0,0,0x00,0,0
718,2195,841,80,114,0x509C,0x7200,708,0,2107,719,0x02EF,0,0,0,0,0x00,0,0
719,2198,841,80,114,0x5060,0x7200,708,0,2110,719,0x02EF,0,0,0,0,0x00,0,0
720,2201,841,80,114,0x5024,0x7200,708,0,2113,719,0x02EF,0,0,0,0,0x00,0,0
721,2203,841,80,114,0x50E8,0x726B,708,107,2115,719,0x02EF,0,0,0,0,0x00,0,0
722,2206,842,80,115,0x50AC,0x7341,708,214,2118,719,0x02EF,0,0,0,0,0x00,0,0
723,2209,843,80,116,0x5070,0x7482,708,321,2121,719,0x02EF,0,0,0,0,0x00,0,0
724,2212,845,80,118,0x5034,0x762E,708,428,2124,719,0x02EF,0,0,0,0,0x00,0,0
725,2214,847,80,120,0x50F8,0x7845,708,535,2126,719,0x02EF,0,0,0,0,0x00,0,0
726,2217,849,80,122,0x50BC,0x7AC7,708,642,2129,719,0x02EF,0,0,0,0,0x00,0,0
727,2220,852,80,125,0x5080,0x7DB4,708,749,2132,719,0x02EF,0,0,0,0,0x00,0,0
728,2223,856,80,129,0x5044,0x810C,708,856,2135,719,0x02EF,0,0,0,0,0x00,0,0
729,2226,857,80,130,0x5008,0x8200,708,0,2138,719,0x02EF,0,0,0,0,0x00,0,0
730,2228,857,80,130,0x50CC,0x8200,708,0,2140,719,0x02EF,0,0,0,0,0x00,0,0
731,2231,857,80,130,0x5090,0x8200,708,0,2143,719,0x02EF,0,0,0,0,0x00,0,0
732,2234,857,80,130,0x5054,0x8200,708,0,2146,719,0x02EF,0,0,0,0,0x00,0,0
733,2237,857,80,130,0x5018,0x826B,708,107,2149,719,0x02EF,0,0,0,0,0x00,0,0
734,2239,858,80,131,0x50DC,0x8341,708,214,2151,719,0x02EF,0,0,0,0,0x00,0,0
735,2242,859,80,132,0x50A0,0x8482,708,321,2154,719,0x02EF,0,0,0,0,0x00,0,0
736,2245,861,80,134,0x5064,0x862E,708,428,2157,719,0x02EF,0,0,0,0,0x00,0,0
737,2248,863,80,136,0x5028,0x8845,708,535,2160,719,0x02EF,0,0,0,0,0x00,0,0
738,2250,865,80,138,0x50EC,0x8AC7,708,642,2162,719,0x02EF,0,0,0,0,0x00,0,0
739,2253,868,80,141,0x50B0,0x8DB4,708,749,2165,719,0x02EF,0,0,0,0,0x00,0,0
740,2256,872,80,145,0x5074,0x910C,708,856,2168,719,0x02EF,0,0,0,0,0x00,0,0
741,2259,873,80,146,0x5038,0x9200,708,0,2171,719,0x02EF,0,0,0,0,0x00,0,0
742,2261,873,80,146,0x50FC,0x9200,708,-1424,2173,719,0x02EF,0,0,0,0,0x00,0,0
743,2264,867,80,140,0x50C0,0x8CDB,708,-1317,2176,719,0x02EF,0,0,0,0,0x00,0,0
744,2267,863,80,136,0x5084,0x8821,708,-1210,2179,719,0x02EF,0,0,0,0,0x00,0,0
745,2270,858,80,131,0x5048,0x83D2,708,-1103,2182,719,0x02EF,0,0,0,0,0x00,0,0
746,2273,854,80,127,0x500C,0x7FEE,708,-996,2185,719,0x02EF,0,0,0,0,0x00,0,0
747,2275,851,80,124,0x50D0,0x7C75,708,-889,2187,719,0x02EF,0,0,0,0,0x00,0,0
748,2278,848,80,121,0x5094,0x7967,708,-782,2190,719,0x02EF,0,0,0,0,0x00,0,0
749,2281,845,80,118,0x5058,0x76C4,708,-675,2193,719,0x02EF,0,0,0,0,0x00,0,0
750,2284,843,80,116,0x501C,0x748C,708,-568,2196,719,0x02EF,0,0,0,0,0x00,0,0
751,2286,841,80,114,0x50E0,0x72BF,708,-461,2198,719,0x02EF,0,0,0,0,0x00,0,0
752,2289,840,80,113,0x50A4,0x715D,708,-354,2201,719,0x02EF,0,0,0,0,0x00,0,0
753,2292,839,80,112,0x5068,0x7066,708,-247,2204,719,0x02EF,0,0,0,0,0x00,0,0
754,2295,838,80,111,0x502C,0x6FDA,708,-140,2207,719,0x02EF,0,0,0,0,0x00,0,0
755,2297,838,80,111,0x50F0,0x6FB9,708,-33,2209,719,0x02EF,0,0,0,0,0x00,0,0
756,2300,839,80,112,0x50B4,0x7003,708,74,2212,719,0x02EF,0,0,0,0,0x00,0,0
757,2303,839,80,112,0x5078,0x70B8,708,181,2215,719,0x02EF,0,0,0,0,0x00,0,0
758,2306,840,80,113,0x503C,0x71D8,708,288,2218,719,0x02EF,0,0,0,0,0x00,0,0
759,2309,841,80,114,0x5000,0x7200,708,0,2221,719,0x02EF,0,0,0,0,0x00,0,0
760,2311,841,80,114,0x50C4,0x7200,708,0,2223,719,0x02EF,0,0,0,0,0x00,0,0
761,2314,841,80,114,0x5088,0x7200,708,0,2226,719,0x02EF,0,0,0,0,0x00,0,0
762,2317,841,80,114,0x504C,0x726B,708,107,2229,719,0x02EF,0,0,0,0,0x00,0,0
763,2320,842,80,115,0x5010,0x7341,708,214,2232,719,0x02EF,0,0,0,0,0x00,0,0
764,2322,843,80,116,0x50D4,0x7482,708,321,2234,719,0x02EF,0,0,0,0,0x00,0,0
765,2325,845,80,118,0x5098,0x762E,708,428,2237,719,0x02EF,0,0,0,0,0x00,0,0
766,2328,847,80,120,0x505C,0x7845,708,535,2240,719,0x02EF,0,0,0,0,0x00,0,0
767,2331,849,80,122,0x5020,0x7AC7,708,642,2243,719,0x02EF,0,0,0,0,0x00,0,0
768,2333,852,80,125,0x50E4,0x7DB4,708,749,2245,719,0x02EF,0,0,0,0,0x00,0,0
769,2336,856,80,129,0x50A8,0x810C,708,856,2248,719,0x02EF,0,0,0,0,0x00,0,0
770,2339,857,80,130,0x506C,0x8200,708,0,2251,719,0x02EF,0,0,0,0,0x00,0,0
771,2342,857,80,130,0x5030,0x8200,708,0,2254,719,0x02EF,0,0,0,0,0x00,0,0
772,2344,857,80,130,0x50F4,0x8200,708,0,2256,719,0x02EF,0,0,0,0,0x00,0,0
773,2347,857,80,130,0x50B8,0x826B,708,107,2259,719,0x02EF,0,0,0,0,0x00,0,0
774,2350,858,80,131,0x507C,0x8341,708,214,2262,719,0x02EF,0,0,0,0,0x00,0,0
775,2353,859,80,132,0x5040,0x8482,708,321,2265,719,0x02EF,0,0,0,0,0x00,0,0
776,2356,861,80,134,0x5004,0x862E,708,428,2268,719,0x02EF,0,0,0,0,0x00,0,0
777,2358,863,80,136,0x50C8,0x8845,708,535,2270,719,0x02EF,0,0,0,0,0x00,0,0
778,2361,865,80,138,0x508C,0x8AC7,708,642,2273,719,0x02EF,0,0,0,0,0x00,0,0
779,2364,868,80,141,0x5050,0x8DB4,708,749,2276,719,0x02EF,0,0,0,0,0x00,0,0
780,2367,872,80,145,0x5014,0x910C,708,856,2279,719,0x02EF,0,0,0,0,0x00,0,0
781,2369,873,80,146,0x50D8,0x9200,708,0,2281,719,0x02EF,0,0,0,0,0x00,0,0
782,2372,873,80,146,0x509C,0x9200,708,0,2284,719,0x02EF,0,0,0,0,0x00,0,0
783,2375,873,80,146,0x5060,0x9200,708,0,2287,719,0x02EF,0,0,0,0,0x00,0,0
784,2378,873,80,146,0x5024,0x9200,708,0,2290,719,0x02EF,0,0,0,0,0x00,0,0
785,2380,873,80,146,0x50E8,0x9200,708,0,2292,719,0x02EF,0,0,0,0,0x00,0,0
786,2383,873,80,146,0x50AC,0x9200,708,0,2295,719,0x02EF,0,0,0,0,0x00,0,0
787,2386,873,80,146,0x5070,0x9200,708,0,2298,719,0x02EF,0,0,0,0,0x00,0,0
788,2389,873,80,146,0x5034,0x9200,708,0,2301,719,0x02EF,0,0,0,0,0x00,0,0
789,2391,873,80,146,0x50F8,0x9200,708,0,2303,719,0x02EF,0,0,0,0,0x00,0,0
790,2394,873,80,146,0x50BC,0x9200,708,0,2306,719,0x02EF,0,0,0,0,0x00,0,0
791,2397,873,80,146,0x5080,0x9200,708,0,2309,719,0x02EF,0,0,0,0,0x00,0,0
792,2400,873,80,146,0x5044,0x9200,708,0,2312,719,0x02EF,0,0,0,0,0x00,0,0
793,2403,873,80,146,0x5008,0x9200,708,-1424,2315,719,0x02EF,0,0,0,0,0x00,0,0
794,2405,867,80,140,0x50CC,0x8CDB,708,-1317,2317,719,0x02EF,0,0,0,0,0x00,0,0
795,2408,863,80,136,0x5090,0x8821,708,-1210,2320,719,0x02EF,0,0,0,0,0x00,0,0
796,2411,858,80,131,0x5054,0x83D2,708,-1103,2323,719,0x02EF,0,0,0,0,0x00,0,0
797,2414,854,80,127,0x5018,0x7FEE,708,-996,2326,719,0x02EF,0,0,0,0,0x00,0,0
798,2416,851,80,124,0x50DC,0x7C75,708,-889,2328,719,0x02EF,0,0,0,0,0x00,0,0
799,2419,848,80,121,0x50A0,0x7967,708,-782,2331,719,0x02EF,0,0,0,0,0x00,0,0
800,2422,845,80,118,0x5064,0x76C4,708,-675,2334,719,0x02EF,0,0,0,0,0x00,0,0
801,2425,843,80,116,0x5028,0x748C,708,-568,2337,719,0x02EF,0,0,0,0,0x00,0,0
802,2427,841,80,114,0x50EC,0x72BF,708,-461,2339,719,0x02EF,0,0,0,0,0x00,0,0
803,2430,840,80,113,0x50B0,0x715D,708,-354,2342,719,0x02EF,0,0,0,0,0x00,0,0
804,2433,839,80,112,0x5074,0x7066,708,-247,2345,719,0x02EF,0,0,0,0,0x00,0,0
805,2436,838,80,111,0x5038,0x6FDA,708,-140,2348,719,0x02EF,0,0,0,0,0x00,0,0
806,2438,838,80,111,0x50FC,0x6FB9,708,-33,2350,719,0x02EF,0,0,0,0,0x00,0,0
807,2441,839,80,112,0x50C0,0x7003,708,74,2353,719,0x02EF,0,0,0,0,0x00,0,0
808,2444,839,80,112,0x5084,0x70B8,708,181,2356,719,0x02EF,0,0,0,0,0x00,0,0
809,2447,840,80,113,0x5048,0x71D8,708,288,2359,719,0x02EF,0,0,0,0,0x00,0,0
810,2450,841,80,114,0x500C,0x7200,708,0,2362,719,0x02EF,0,0,0,0,0x00,0,0
811,2452,841,80,114,0x50D0,0x7200,708,0,2364,719,0x02EF,0,0,0,0,0x00,0,0
812,2455,841,80,114,0x5094,0x7200,708,0,2367,719,0x02EF,0,0,0,0,0x00,0,0
813,2458,841,80,114,0x5058,0x7200,708,0,2370,719,0x02EF,0,0,0,0,0x00,0,0
814,2461,841,80,114,0x501C,0x7200,708,0,2373,719,0x02EF,0,0,0,0,0x00,0,0
815,2463,841,80,114,0x50E0,0x7200,708,0,2375,719,0x02EF,0,0,0,0,0x00,0,0
816,2466,841,80,114,0x50A4,0x7200,708,0,2378,719,0x02EF,0,0,0,0,0x00,0,0
817,2469,841,80,114,0x5068,0x7200,708,-1424,2381,719,0x02EF,0,0,0,0,0x00,0,0
818,2472,835,80,108,0x502C,0x6CDB,708,-1317,2384,719,0x02EF,0,0,0,0,0x00,0,0
819,2474,831,80,104,0x50F0,0x6821,708,-1210,2386,719,0x02EF,0,0,0,0,0x00,0,0
820,2477,826,80,99,0x50B4,0x63D2,708,-1103,2389,719,0x02EF,0,0,0,0,0x00,0,0
821,2480,822,80,95,0x5078,0x5FEE,708,-996,2392,719,0x02EF,0,0,0,0,0x00,0,0
822,2483,819,80,92,0x503C,0x5C75,708,-889,2395,719,0x02EF,0,0,0,0,0x00,0,0
823,2486,816,80,89,0x5000,0x5967,708,-782,2398,719,0x02EF,0,0,0,0,0x00,0,0
824,2488,813,80,86,0x50C4,0x56C4,708,-675,2400,719,0x02EF,0,0,0,0,0x00,0,0
825,2491,811,80,84,0x5088,0x548C,708,-568,2403,719,0x02EF,0,0,0,0,0x00,0,0
826,2494,809,80,82,0x504C,0x52BF,708,-461,2406,719,0x02EF,0,0,0,0,0x00,0,0
827,2497,808,80,81,0x5010,0x515D,708,-354,2409,719,0x02EF,0,0,0,0,0x00,0,0
828,2499,807,80,80,0x50D4,0x5066,708,-247,2411,719,0x02EF,0,0,0,0,0x00,0,0
829,2502,806,80,79,0x5098,0x4FDA,708,-140,2414,719,0x02EF,0,0,0,0,0x00,0,0
830,2505,806,80,79,0x505C,0x4FB9,708,-33,2417,719,0x02EF,0,0,0,0,0x00,0,0
831,2508,807,80,80,0x5020,0x5003,708,74,2420,719,0x02EF,0,0,0,0,0x02,0,1
832,2510,807,80,80,0x50E4,0x50B8,708,181,2422,719,0x02EF,0,0,0,0,0x02,0,1
833,2513,808,80,81,0x50A8,0x51D8,708,288,2425,719,0x02EF,0,0,0,0,0x02,0,1
834,2516,809,80,82,0x506C,0x5200,708,-1424,2428,719,0x02EF,0,0,0,0,0x00,0,0
835,2519,803,80,76,0x5030,0x4CDB,708,-1317,2431,719,0x02EF,0,0,0,0,0x00,0,0
836,2521,799,80,72,0x50F4,0x4821,708,-1210,2433,719,0x02EF,0,0,0,0,0x00,0,0
837,2524,794,80,67,0x50B8,0x43D2,708,-1103,2436,719,0x02EF,0,0,0,0,0x00,0,0
838,2527,790,80,64,0x507C,0x4000,708,-996,2439,718,0x02EE,238,0,0,0,0x00,0,0
839,2530,787,80,64,0x5040,0x4000,708,-889,2442,715,0x02EB,117,0,0,0,0x00,0,0
840,2533,784,80,64,0x5004,0x4000,708,-782,2445,712,0x02E8,103,0,0,0,0x00,0,0
841,2535,781,80,64,0x50C8,0x4000,708,-675,2447,709,0x02E5,196,0,0,0,0x00,0,0
842,2538,779,80,64,0x508C,0x4000,708,-568,2450,707,0x02E3,140,0,0,0,0x00,0,0
843,2541,777,80,64,0x5050,0x4000,708,-461,2453,705,0x02E1,191,0,0,0,0x00,0,0
844,2544,776,80,64,0x5014,0x4000,708,-354,2456,704,0x02E0,93,0,0,0,0x00,0,0
845,2546,775,80,64,0x50D8,0x4000,708,-247,2458,703,0x02DF,102,0,0,0,0x00,0,0
846,2549,774,80,64,0x509C,0x4000,708,-140,2461,702,0x02DE,218,0,0,0,0x00,0,0
847,2552,774,80,64,0x5060,0x4000,708,-33,2464,702,0x02DE,185,0,0,0,0x00,0,0
848,2555,774,80,64,0x5024,0x404A,708,74,2467,702,0x02DE,185,0,0,0,0x00,0,0
849,2557,774,80,64,0x50E8,0x40FF,708,181,2469,702,0x02DE,185,0,0,0,0x00,0,0
850,2560,776,80,66,0x50AC,0x421F,708,288,2472,702,0x02DE,185,0,0,0,0x00,0,0
851,2563,777,80,67,0x5070,0x43AA,708,395,2475,702,0x02DE,185,0,0,0,0x00,0,0
852,2566,779,80,69,0x5034,0x45A0,708,502,2478,702,0x02DE,185,0,0,0,0x00,0,0
853,2568,782,80,72,0x50F8,0x4801,708,609,2480,702,0x02DE,185,0,0,0,0x00,0,0
854,2571,784,80,74,0x50BC,0x4ACD,708,716,2483,702,0x02DE,185,0,0,0,0x00,0,0
855,2574,788,80,78,0x5080,0x4E04,708,823,2486,702,0x02DE,185,0,0,0,0x00,0,0
856,2577,791,80,81,0x5044,0x51A6,708,930,2489,702,0x02DE,185,0,0,0,0x00,0,0
857,2580,795,80,85,0x5008,0x55B3,708,1037,2492,702,0x02DE,185,0,0,0,0x00,0,0
858,2582,800,80,90,0x50CC,0x5A2B,708,1144,2494,702,0x02DE,185,0,0,0,0x00,0,0
859,2585,805,80,95,0x5090,0x5F0E,708,1251,2497,702,0x02DE,185,0,0,0,0x00,0,0
860,2588,809,80,99,0x5054,0x6300,708,0,2500,702,0x02DE,185,0,0,0,0x00,0,0
861,2591,809,80,99,0x5018,0x6300,708,0,2503,702,0x02DE,185,0,0,0,0x00,0,0
862,2593,809,80,99,0x50DC,0x6300,708,0,2505,702,0x02DE,185,0,0,0,0x00,0,0
863,2596,809,80,99,0x50A0,0x6300,708,-1424,2508,702,0x02DE,185,0,0,0,0x00,0,0
864,2599,803,80,93,0x5064,0x5DDB,708,-1317,2511,702,0x02DE,185,0,0,0,0x00,0,0
865,2602,799,80,89,0x5028,0x5921,708,-1210,2514,702,0x02DE,185,0,0,0,0x00,0,0
866,2604,794,80,84,0x50EC,0x54D2,708,-1103,2516,702,0x02DE,185,0,0,0,0x00,0,0
867,2607,790,80,80,0x50B0,0x50EE,708,-996,2519,702,0x02DE,185,0,0,0,0x00,0,0
868,2610,787,80,77,0x5074,0x4D75,708,-889,2522,702,0x02DE,185,0,0,0,0x00,0,0
869,2613,784,80,74,0x5038,0x4A67,708,-782,2525,702,0x02DE,185,0,0,0,0x00,0,0
870,2615,781,80,71,0x50FC,0x47C4,708,-675,2527,702,0x02DE,185,0,0,0,0x00,0,0
871,2618,779,80,69,0x50C0,0x458C,708,-568,2530,702,0x02DE,185,0,0,0,0x00,0,0
872,2621,777,80,67,0x5084,0x43BF,708,-461,2533,702,0x02DE,185,0,0,0,0x00,0,0
873,2624,776,80,66,0x5048,0x425D,708,-354,2536,702,0x02DE,185,0,0,0,0x00,0,0
874,2627,775,80,65,0x500C,0x4166,708,-247,2539,702,0x02DE,185,0,0,0,0x00,0,0
875,2629,774,80,64,0x50D0,0x40DA,708,-140,2541,702,0x02DE,185,0,0,0,0x00,0,0
876,2632,774,80,64,0x5094,0x40B9,708,-33,2544,702,0x02DE,185,0,0,0,0x00,0,0
877,2635,775,80,65,0x5058,0x4103,708,74,2547,702,0x02DE,185,0,0,0,0x00,0,0
878,2638,775,80,65,0x501C,0x41B8,708,181,2550,702,0x02DE,185,0,0,0,0x00,0,0
879,2640,776,80,66,0x50E0,0x42D8,708,288,2552,702,0x02DE,185,0,0,0,0x00,0,0
880,2643,778,80,68,0x50A4,0x4463,708,395,2555,702,0x02DE,185,0,0,0,0x00,0,0
881,2646,780,80,70,0x5068,0x4659,708,502,2558,702,0x02DE,185,0,0,0,0x00,0,0
882,2649,782,80,72,0x502C,0x48BA,708,609,2561,702,0x02DE,185,0,0,0,0x00,0,0
883,2651,785,80,75,0x50F0,0x4B86,708,716,2563,702,0x02DE,185,0,0,0,0x00,0,0
884,2654,788,80,78,0x50B4,0x4EBD,708,823,2566,702,0x02DE,185,0,0,0,0x00,0,0
885,2657,792,80,82,0x5078,0x525F,708,930,2569,702,0x02DE,185,0,0,0,0x00,0,0
886,2660,793,80,83,0x503C,0x5300,708,0,2572,702,0x02DE,185,0,0,0,0x00,0,0
887,2663,793,80,83,0x5000,0x5300,708,0,2575,702,0x02DE,185,0,0,0,0x00,0,0
888,2665,793,80,83,0x50C4,0x5300,708,0,2577,702,0x02DE,185,0,0,0,0x00,0,0
889,2668,793,80,83,0x5088,0x5300,708,0,2580,702,0x02DE,185,0,0,0,0x00,0,0
890,2671,793,80,83,0x504C,0x5300,708,0,2583,702,0x02DE,185,0,0,0,0x00,0,0
891,2674,793,80,83,0x5010,0x5300,708,0,2586,702,0x02DE,185,0,0,0,0x00,0,0
892,2676,793,80,83,0x50D4,0x5300,708,0,2588,702,0x02DE,185,0,0,0,0x00,0,0
893,2679,793,80,83,0x5098,0x5300,708,0,2591,702,0x02DE,185,0,0,0,0x00,0,0
894,2682,793,80,83,0x505C,0x5300,708,0,2594,702,0x02DE,185,0,0,0,0x00,0,0
895,2685,793,80,83,0x5020,0x536B,708,107,2597,702,0x02DE,185,0,0,0,0x00,0,0
896,2687,794,80,84,0x50E4,0x5441,708,214,2599,702,0x02DE,185,0,0,0,0x00,0,0
897,2690,795,80,85,0x50A8,0x5582,708,321,2602,702,0x02DE,185,0,0,0,0x00,0,0
898,2693,797,80,87,0x506C,0x572E,708,428,2605,702,0x02DE,185,0,0,0,0x00,0,0
899,2696,799,80,89,0x5030,0x5945,708,535,2608,702,0x02DE,185,0,0,0,0x00,0,0
900,2698,801,80,91,0x50F4,0x5BC7,708,642,2610,702,0x02DE,185,0,0,0,0x00,0,0
901,2701,804,80,94,0x50B8,0x5EB4,708,749,2613,702,0x02DE,185,0,0,0,0x00,0,0
902,2704,808,80,98,0x507C,0x620C,708,856,2616,702,0x02DE,185,0,0,0,0x00,0,0
903,2707,811,80,101,0x5040,0x65CF,708,963,2619,702,0x02DE,185,0,0,0,0x00,0,0
904,2710,815,80,105,0x5004,0x69FD,708,1070,2622,702,0x02DE,185,0,0,0,0x00,0,0
905,2712,820,80,110,0x50C8,0x6E96,708,1177,2624,702,0x02DE,185,0,0,0,0x00,0,0
906,2715,825,80,115,0x508C,0x739A,708,1284,2627,702,0x02DE,185,0,0,0,0x00,0,0
907,2718,825,80,115,0x5050,0x7300,708,0,2630,702,0x02DE,185,0,0,0,0x00,0,0
908,2721,825,80,115,0x5014,0x7300,708,0,2633,702,0x02DE,185,0,0,0,0x00,0,0
909,2723,825,80,115,0x50D8,0x7300,708,0,2635,702,0x02DE,185,0,0,0,0x00,0,0
910,2726,825,80,115,0x509C,0x7300,708,0,2638,702,0x02DE,185,0,0,0,0x00,0,0
911,2729,825,80,115,0x5060,0x7300,708,0,2641,702,0x02DE,185,0,0,0,0x00,0,0
912,2732,825,80,115,0x5024,0x7300,708,0,2644,702,0x02DE,185,0,0,0,0x00,0,0
913,2734,825,80,115,0x50E8,0x7300,708,0,2646,702,0x02DE,185,0,0,0,0x00,0,0
914,2737,825,80,115,0x50AC,0x7300,708,0,2649,702,0x02DE,185,0,0,0,0x00,0,0
915,2740,825,80,115,0x5070,0x7300,708,-1424,2652,702,0x02DE,185,0,0,0,0x00,0,0
916,2743,819,80,109,0x5034,0x6DDB,708,-1317,2655,702,0x02DE,185,0,0,0,0x00,0,0
917,2745,815,80,105,0x50F8,0x6921,708,-1210,2657,702,0x02DE,185,0,0,0,0x00,0,0
918,2748,810,80,100,0x50BC,0x64D2,708,-1103,2660,702,0x02DE,185,0,0,0,0x00,0,0
919,2751,806,80,96,0x5080,0x60EE,708,-996,2663,702,0x02DE,185,0,0,0,0x00,0,0
920,2754,803,80,93,0x5044,0x5D75,708,-889,2666,702,0x02DE,185,0,0,0,0x00,0,0
921,2757,800,80,90,0x5008,0x5A67,708,-782,2669,702,0x02DE,185,0,0,0,0x00,0,0
922,2759,797,80,87,0x50CC,0x57C4,708,-675,2671,702,0x02DE,185,0,0,0,0x00,0,0
923,2762,795,80,85,0x5090,0x558C,708,-568,2674,702,0x02DE,185,0,0,0,0x00,0,0
924,2765,793,80,83,0x5054,0x53BF,708,-461,2677,702,0x02DE,185,0,0,0,0x00,0,0
925,2768,792,80,82,0x5018,0x525D,708,-354,2680,702,0x02DE,185,0,0,0,0x00,0,0
926,2770,791,80,81,0x50DC,0x5166,708,-247,2682,702,0x02DE,185,0,0,0,0x00,0,0
927,2773,790,80,80,0x50A0,0x50DA,708,-140,2685,702,0x02DE,185,0,0,0,0x00,0,0
928,2776,790,80,80,0x5064,0x50B9,708,-33,2688,702,0x02DE,185,0,0,0,0x00,0,0
929,2779,791,80,81,0x5028,0x5103,708,74,2691,702,0x02DE,185,0,0,0,0x00,0,0
