frame,X_fixed,Y_fixed,VelY_fixed,input,alive,X_px,Y_px,onGround,CamY_px,TgtCamY_px,mode,gravFlipped,shipCeilSlopeHit,shipCeilTileHit,shipCeilSpike,shipFloorSlopeHit,shipFloorTileHit,shipFloorSpike,CamY_fixed,Y_lowB,CamY_lowB
0,0x2C4,0x35100,0x0,0,1,10,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
1,0x588,0x35100,0x0,0,1,13,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
2,0x84C,0x35100,0x0,0,1,16,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3,0xB10,0x35100,0x0,0,1,19,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
4,0xDD4,0x35100,0x0,0,1,21,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
5,0x1098,0x35100,0x0,0,1,24,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
6,0x135C,0x35100,0x0,0,1,27,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
7,0x1620,0x35100,0x0,0,1,30,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
8,0x18E4,0x35100,0x0,0,1,32,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
9,0x1BA8,0x35100,0x0,0,1,35,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
10,0x1E6C,0x35100,0x0,0,1,38,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
11,0x2130,0x35100,0x0,0,1,41,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
12,0x23F4,0x35100,0x0,0,1,43,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
13,0x26B8,0x35100,0x0,0,1,46,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
14,0x297C,0x35100,0x0,0,1,49,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
15,0x2C40,0x35100,0x0,0,1,52,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
16,0x2F04,0x35100,0x0,0,1,55,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
17,0x31C8,0x35100,0x0,0,1,57,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
18,0x348C,0x35100,0x0,0,1,60,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
19,0x3750,0x35100,0x0,0,1,63,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
20,0x3A14,0x35100,0x0,0,1,66,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
21,0x3CD8,0x35100,0x0,0,1,68,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
22,0x3F9C,0x35100,0x0,0,1,71,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
23,0x4260,0x35100,0x0,0,1,74,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
24,0x4524,0x35100,0x0,0,1,77,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
25,0x47E8,0x35100,0x0,0,1,79,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
26,0x4AAC,0x35100,0x0,0,1,82,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
27,0x4D70,0x35100,0x0,0,1,85,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
28,0x5034,0x35100,0x0,0,1,88,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
29,0x52F8,0x35100,0x0,0,1,90,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
30,0x55BC,0x35100,0x0,0,1,93,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
31,0x5880,0x35100,0x0,0,1,96,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
32,0x5B44,0x35100,0x0,0,1,99,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
33,0x5E08,0x35100,0x0,0,1,102,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
34,0x60CC,0x35100,0x0,0,1,104,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
35,0x6390,0x35100,0x0,0,1,107,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
36,0x6654,0x35100,0x0,0,1,110,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
37,0x6918,0x35100,0x0,0,1,113,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
38,0x6BDC,0x35100,0x0,0,1,115,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
39,0x6EA0,0x35100,0x0,0,1,118,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
40,0x7164,0x35100,0x0,0,1,121,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
41,0x7428,0x35100,0x0,0,1,124,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
42,0x76EC,0x35100,0x0,0,1,126,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
43,0x79B0,0x35100,0x0,0,1,129,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
44,0x7C74,0x35100,0x0,0,1,132,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
45,0x7F38,0x35100,0x0,0,1,135,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
46,0x81FC,0x35100,0x0,0,1,137,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
47,0x84C0,0x35100,0x0,0,1,140,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
48,0x8784,0x35100,0x0,0,1,143,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
49,0x8A48,0x35100,0x0,0,1,146,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
50,0x8D0C,0x35100,0x0,0,1,149,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
51,0x8FD0,0x35100,0x0,0,1,151,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
52,0x9294,0x35100,0x0,0,1,154,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
53,0x9558,0x35100,0x0,0,1,157,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
54,0x981C,0x35100,0x0,0,1,160,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
55,0x9AE0,0x35100,0x0,0,1,162,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
56,0x9DA4,0x35100,0x0,0,1,165,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
57,0xA068,0x35100,0x0,0,1,168,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
58,0xA32C,0x35100,0x0,0,1,171,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
59,0xA5F0,0x35100,0x0,0,1,173,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
60,0xA8B4,0x35100,0x0,0,1,176,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
61,0xAB78,0x35100,0x0,0,1,179,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
62,0xAE3C,0x35100,0x0,0,1,182,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
63,0xB100,0x35100,0x0,0,1,185,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
64,0xB3C4,0x35100,0x0,0,1,187,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
65,0xB688,0x35100,0x0,0,1,190,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
66,0xB94C,0x35100,0x0,0,1,193,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
67,0xBC10,0x35100,0x0,0,1,196,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
68,0xBED4,0x35100,0x0,0,1,198,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
69,0xC198,0x35100,0x0,0,1,201,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
70,0xC45C,0x35100,0x0,0,1,204,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
71,0xC720,0x35100,0x0,0,1,207,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
72,0xC9E4,0x35100,0x0,0,1,209,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
73,0xCCA8,0x35100,0x0,0,1,212,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
74,0xCF6C,0x35100,0x0,0,1,215,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
75,0xD230,0x35100,0x0,0,1,218,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
76,0xD4F4,0x35100,0x0,0,1,220,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
77,0xD7B8,0x35100,0x0,0,1,223,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
78,0xDA7C,0x35100,0x0,0,1,226,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
79,0xDD40,0x35100,0x0,0,1,229,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
80,0xE004,0x35100,0x0,0,1,232,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
81,0xE2C8,0x35100,0x0,0,1,234,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
82,0xE58C,0x35100,0x0,0,1,237,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
83,0xE850,0x35100,0x0,0,1,240,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
84,0xEB14,0x35100,0x0,0,1,243,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
85,0xEDD8,0x35100,0x0,0,1,245,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
86,0xF09C,0x35100,0x0,0,1,248,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
87,0xF360,0x35100,0x0,0,1,251,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
88,0xF624,0x35100,0x0,0,1,254,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
89,0xF8E8,0x35100,0x0,0,1,256,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
90,0xFBAC,0x35100,0x0,0,1,259,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
91,0xFE70,0x35100,0x0,0,1,262,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
92,0x10134,0x35100,0x0,0,1,265,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
93,0x103F8,0x35100,0x0,0,1,267,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
94,0x106BC,0x35100,0x0,0,1,270,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
95,0x10980,0x35100,0x0,0,1,273,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
96,0x10C44,0x35100,0x0,0,1,276,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
97,0x10F08,0x35100,0x0,0,1,279,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
98,0x111CC,0x35100,0x0,0,1,281,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
99,0x11490,0x35100,0x0,0,1,284,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
100,0x11754,0x35100,0x0,0,1,287,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
101,0x11A18,0x35100,0x0,0,1,290,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
102,0x11CDC,0x35100,0xFFFFFA70,1,1,292,857,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
103,0x11FA0,0x34BDB,0xFFFFFADB,0,1,295,851,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDB,0x00
104,0x12264,0x34721,0xFFFFFB46,0,1,298,847,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x21,0x00
105,0x12528,0x342D2,0xFFFFFBB1,0,1,301,842,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xD2,0x00
106,0x127EC,0x33EEE,0xFFFFFC1C,0,1,303,838,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xEE,0x00
107,0x12AB0,0x33B75,0xFFFFFC87,0,1,306,835,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x75,0x00
108,0x12D74,0x33867,0xFFFFFCF2,0,1,309,832,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x67,0x00
109,0x13038,0x335C4,0xFFFFFD5D,0,1,312,829,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xC4,0x00
110,0x132FC,0x3338C,0xFFFFFDC8,0,1,314,827,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x8C,0x00
111,0x135C0,0x331BF,0xFFFFFE33,0,1,317,825,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBF,0x00
112,0x13884,0x3305D,0xFFFFFE9E,0,1,320,824,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x5D,0x00
113,0x13B48,0x32F66,0xFFFFFF09,0,1,323,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x66,0x00
114,0x13E0C,0x32EDA,0xFFFFFF74,0,1,326,822,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDA,0x00
115,0x140D0,0x32EB9,0xFFFFFFDF,0,1,328,822,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xB9,0x00
116,0x14394,0x32F03,0x4A,0,1,331,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x03,0x00
117,0x14658,0x32FB8,0xB5,0,1,334,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xB8,0x00
118,0x1491C,0x330D8,0x120,0,1,337,824,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xD8,0x00
119,0x14BE0,0x33263,0x18B,0,1,339,826,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x63,0x00
120,0x14EA4,0x33459,0x1F6,0,1,342,828,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x59,0x00
121,0x15168,0x336BA,0x261,0,1,345,830,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBA,0x00
122,0x1542C,0x33986,0x2CC,0,1,348,833,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x86,0x00
123,0x156F0,0x33CBD,0x337,0,1,350,836,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBD,0x00
124,0x159B4,0x3405F,0x3A2,0,1,353,840,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x5F,0x00
125,0x15C78,0x3446C,0x40D,0,1,356,844,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x6C,0x00
126,0x15F3C,0x348E4,0x478,0,1,359,848,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xE4,0x00
127,0x16200,0x34DC7,0x4E3,0,1,362,853,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xC7,0x00
128,0x164C4,0x35100,0x0,0,1,364,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
129,0x16788,0x35100,0x0,0,1,367,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
130,0x16A4C,0x35100,0x0,0,1,370,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
131,0x16D10,0x35100,0x0,0,1,373,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
132,0x16FD4,0x35100,0x0,0,1,375,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
133,0x17298,0x35100,0x0,0,1,378,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
134,0x1755C,0x35100,0x0,0,1,381,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
135,0x17820,0x35100,0x0,0,1,384,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
136,0x17AE4,0x35100,0x0,0,1,386,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
137,0x17DA8,0x35100,0x0,0,1,389,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
138,0x1806C,0x35100,0x0,0,1,392,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
139,0x18330,0x35100,0x0,0,1,395,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
140,0x185F4,0x35100,0x0,0,1,397,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
141,0x188B8,0x35100,0x0,0,1,400,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
142,0x18B7C,0x35100,0x0,0,1,403,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
143,0x18E40,0x35100,0x0,0,1,406,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
144,0x19104,0x35100,0x0,0,1,409,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
145,0x193C8,0x35100,0x0,0,1,411,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
146,0x1968C,0x35100,0x0,0,1,414,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
147,0x19950,0x35100,0x0,0,1,417,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
148,0x19C14,0x35100,0x0,0,1,420,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
149,0x19ED8,0x35100,0x0,0,1,422,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
150,0x1A19C,0x35100,0x0,0,1,425,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
151,0x1A460,0x35100,0x0,0,1,428,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
152,0x1A724,0x35100,0x0,0,1,431,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
153,0x1A9E8,0x35100,0x0,0,1,433,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
154,0x1ACAC,0x35100,0x0,0,1,436,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
155,0x1AF70,0x35100,0x0,0,1,439,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
156,0x1B234,0x35100,0x0,0,1,442,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
157,0x1B4F8,0x35100,0x0,0,1,444,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
158,0x1B7BC,0x35100,0x0,0,1,447,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
159,0x1BA80,0x35100,0x0,0,1,450,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
160,0x1BD44,0x35100,0x0,0,1,453,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
161,0x1C008,0x35100,0x0,0,1,456,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
162,0x1C2CC,0x35100,0x0,0,1,458,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
163,0x1C590,0x35100,0x0,0,1,461,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
164,0x1C854,0x35100,0x0,0,1,464,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
165,0x1CB18,0x35100,0x0,0,1,467,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
166,0x1CDDC,0x35100,0x0,0,1,469,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
167,0x1D0A0,0x35100,0x0,0,1,472,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
168,0x1D364,0x35100,0x0,0,1,475,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
169,0x1D628,0x35100,0x0,0,1,478,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
170,0x1D8EC,0x35100,0x0,0,1,480,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
171,0x1DBB0,0x35100,0x0,0,1,483,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
172,0x1DE74,0x35100,0x0,0,1,486,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
173,0x1E138,0x35100,0x0,0,1,489,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
174,0x1E3FC,0x35100,0x0,0,1,491,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
175,0x1E6C0,0x35100,0x0,0,1,494,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
176,0x1E984,0x35100,0x0,0,1,497,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
177,0x1EC48,0x35100,0x0,0,1,500,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
178,0x1EF0C,0x35100,0x0,0,1,503,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
179,0x1F1D0,0x35100,0x0,0,1,505,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
180,0x1F494,0x35100,0x0,0,1,508,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
181,0x1F758,0x35100,0x0,0,1,511,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
182,0x1FA1C,0x35100,0x0,0,1,514,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
183,0x1FCE0,0x35100,0x0,0,1,516,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
184,0x1FFA4,0x35100,0x0,0,1,519,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
185,0x20268,0x35100,0x0,0,1,522,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
186,0x2052C,0x35100,0x0,0,1,525,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
187,0x207F0,0x35100,0x0,0,1,527,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
188,0x20AB4,0x35100,0x0,0,1,530,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
189,0x20D78,0x35100,0x0,0,1,533,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
190,0x2103C,0x35100,0x0,0,1,536,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
191,0x21300,0x35100,0x0,0,1,539,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
192,0x215C4,0x35100,0x0,0,1,541,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
193,0x21888,0x35100,0x0,0,1,544,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
194,0x21B4C,0x35100,0x0,0,1,547,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
195,0x21E10,0x35100,0xFFFFFA70,1,1,550,857,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
196,0x220D4,0x34BDB,0xFFFFFADB,0,1,552,851,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDB,0x00
197,0x22398,0x34721,0xFFFFFB46,0,1,555,847,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x21,0x00
198,0x2265C,0x342D2,0xFFFFFBB1,0,1,558,842,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xD2,0x00
199,0x22920,0x33EEE,0xFFFFFC1C,0,1,561,838,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xEE,0x00
200,0x22BE4,0x33B75,0xFFFFFC87,0,1,563,835,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x75,0x00
201,0x22EA8,0x33867,0xFFFFFCF2,0,1,566,832,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x67,0x00
202,0x2316C,0x335C4,0xFFFFFD5D,0,1,569,829,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xC4,0x00
203,0x23430,0x3338C,0xFFFFFDC8,0,1,572,827,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x8C,0x00
204,0x236F4,0x331BF,0xFFFFFE33,0,1,574,825,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBF,0x00
205,0x239B8,0x3305D,0xFFFFFE9E,0,1,577,824,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x5D,0x00
206,0x23C7C,0x32F66,0xFFFFFF09,0,1,580,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x66,0x00
207,0x23F40,0x32EDA,0xFFFFFF74,0,1,583,822,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDA,0x00
208,0x24204,0x32EB9,0xFFFFFFDF,0,1,586,822,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xB9,0x00
209,0x244C8,0x32F03,0x4A,0,1,588,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x03,0x00
210,0x2478C,0x32FB8,0xB5,0,1,591,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xB8,0x00
211,0x24A50,0x330D8,0x120,0,1,594,824,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xD8,0x00
212,0x24D14,0x33263,0x18B,0,1,597,826,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x63,0x00
213,0x24FD8,0x33459,0x1F6,0,1,599,828,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x59,0x00
214,0x2529C,0x336BA,0x261,0,1,602,830,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBA,0x00
215,0x25560,0x33986,0x2CC,0,1,605,833,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x86,0x00
216,0x25824,0x33CBD,0x337,0,1,608,836,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBD,0x00
217,0x25AE8,0x3405F,0x3A2,0,1,610,840,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x5F,0x00
218,0x25DAC,0x3446C,0x40D,0,1,613,844,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x6C,0x00
219,0x26070,0x348E4,0x478,0,1,616,848,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xE4,0x00
220,0x26334,0x34DC7,0x4E3,0,1,619,853,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xC7,0x00
