frame,X_fixed,Y_fixed,VelY_fixed,input,alive,X_px,Y_px,onGround,CamY_px,TgtCamY_px,mode,gravFlipped,shipCeilSlopeHit,shipCeilTileHit,shipCeilSpike,shipFloorSlopeHit,shipFloorTileHit,shipFloorSpike,CamY_fixed,Y_lowB,CamY_lowB
1108,0xBFB14,0x2E278,0xFFFFFE33,0,1,3075,745,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0x78,0xB9
1109,0xBFDD8,0x2E116,0xFFFFFE9E,0,1,3077,744,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0x16,0xB9
1110,0xC009C,0x2E01F,0xFFFFFF09,0,1,3080,743,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0x1F,0xB9
1111,0xC0360,0x2DF93,0xFFFFFF74,0,1,3083,742,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0x93,0xB9
1112,0xC0624,0x2DF72,0xFFFFFFDF,0,1,3086,742,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0x72,0xB9
1113,0xC08E8,0x2DFBC,0x4A,0,1,3088,743,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0xBC,0xB9
1114,0xC0BAC,0x2E071,0xB5,0,1,3091,743,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0x71,0xB9
1115,0xC0E70,0x2E191,0x120,0,1,3094,744,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0x91,0xB9
1116,0xC1134,0x2E1B9,0x0,0,1,3097,745,1,654,672,0,0,0,0,0,0,0,0,0x28EB9,0xB9,0xB9
1117,0xC13F8,0x2E1B9,0xFFFFFA70,1,1,3099,745,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0xB9,0xB9
1118,0xC16BC,0x2DC94,0xFFFFFADB,0,1,3102,739,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0x94,0xB9
1119,0xC1980,0x2D7DA,0xFFFFFB46,0,1,3105,735,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0xDA,0xB9
1120,0xC1C44,0x2D38B,0xFFFFFBB1,0,1,3108,730,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0x8B,0xB9
1121,0xC1F08,0x2CFA7,0xFFFFFC1C,0,1,3111,726,0,654,672,0,0,0,0,0,0,0,0,0x28EB9,0xA7,0xB9
1122,0xC21CC,0x2CC2E,0xFFFFFC87,0,1,3113,724,0,652,672,0,0,0,0,0,0,0,0,0x28C2E,0x2E,0x2E
1123,0xC2490,0x2C920,0xFFFFFCF2,0,1,3116,721,0,649,672,0,0,0,0,0,0,0,0,0x28920,0x20,0x20
1124,0xC2754,0x2C67D,0xFFFFFD5D,0,1,3119,718,0,646,672,0,0,0,0,0,0,0,0,0x2867D,0x7D,0x7D
1125,0xC2A18,0x2C445,0xFFFFFDC8,0,1,3122,716,0,644,672,0,0,0,0,0,0,0,0,0x28445,0x45,0x45
1126,0xC2CDC,0x2C278,0xFFFFFE33,0,1,3124,714,0,642,672,0,0,0,0,0,0,0,0,0x28278,0x78,0x78
1127,0xC2FA0,0x2C116,0xFFFFFE9E,0,1,3127,713,0,641,672,0,0,0,0,0,0,0,0,0x28116,0x16,0x16
1128,0xC3264,0x2C01F,0xFFFFFF09,0,1,3130,712,0,640,672,0,0,0,0,0,0,0,0,0x2801F,0x1F,0x1F
1129,0xC3528,0x2BF93,0xFFFFFF74,0,1,3133,711,0,639,672,0,0,0,0,0,0,0,0,0x27F93,0x93,0x93
1130,0xC37EC,0x2BF72,0xFFFFFFDF,0,1,3135,711,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1131,0xC3AB0,0x2BFBC,0x4A,0,1,3138,711,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xBC,0x72
1132,0xC3D74,0x2C071,0xB5,0,1,3141,711,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x71,0x72
1133,0xC4038,0x2C191,0x120,0,1,3144,713,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x91,0x72
1134,0xC42FC,0x2C31C,0x18B,0,1,3146,714,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x1C,0x72
1135,0xC45C0,0x2C512,0x1F6,0,1,3149,716,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x12,0x72
1136,0xC4884,0x2C773,0x261,0,1,3152,719,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x73,0x72
1137,0xC4B48,0x2CA3F,0x2CC,0,1,3155,721,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x3F,0x72
1138,0xC4E0C,0x2CD76,0x337,0,1,3158,725,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x76,0x72
1139,0xC50D0,0x2D118,0x3A2,0,1,3160,728,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x18,0x72
1140,0xC5394,0x2D525,0x40D,0,1,3163,732,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x25,0x72
1141,0xC5658,0x2D99D,0x478,0,1,3166,737,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x9D,0x72
1142,0xC591C,0x2DE80,0x4E3,0,1,3169,742,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x80,0x72
1143,0xC5BE0,0x2E172,0x0,0,1,3171,745,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1144,0xC5EA4,0x2E172,0x0,0,1,3174,745,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1145,0xC6168,0x2E172,0x0,0,1,3177,745,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1146,0xC642C,0x2E1DD,0x6B,0,1,3180,745,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xDD,0x72
1147,0xC66F0,0x2E2B3,0xD6,0,1,3182,746,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xB3,0x72
1148,0xC69B4,0x2E3F4,0x141,0,1,3185,747,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xF4,0x72
1149,0xC6C78,0x2E5A0,0x1AC,0,1,3188,749,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xA0,0x72
1150,0xC6F3C,0x2E7B7,0x217,0,1,3191,751,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xB7,0x72
1151,0xC7200,0x2EA39,0x282,0,1,3194,753,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x39,0x72
1152,0xC74C4,0x2ED26,0x2ED,0,1,3196,756,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x26,0x72
1153,0xC7788,0x2F07E,0x358,0,1,3199,760,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x7E,0x72
1154,0xC7A4C,0x2F172,0x0,0,1,3202,761,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1155,0xC7D10,0x2F172,0x0,0,1,3205,761,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1156,0xC7FD4,0x2F172,0x0,0,1,3207,761,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1157,0xC8298,0x2F172,0xFFFFFA70,1,1,3210,761,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1158,0xC855C,0x2EC4D,0xFFFFFADB,0,1,3213,755,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4D,0x72
1159,0xC8820,0x2E793,0xFFFFFB46,0,1,3216,751,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x93,0x72
1160,0xC8AE4,0x2E344,0xFFFFFBB1,0,1,3218,746,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x44,0x72
1161,0xC8DA8,0x2DF60,0xFFFFFC1C,0,1,3221,742,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x60,0x72
1162,0xC906C,0x2DBE7,0xFFFFFC87,0,1,3224,739,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xE7,0x72
1163,0xC9330,0x2D8D9,0xFFFFFCF2,0,1,3227,736,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD9,0x72
1164,0xC95F4,0x2D636,0xFFFFFD5D,0,1,3229,733,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x36,0x72
1165,0xC98B8,0x2D3FE,0xFFFFFDC8,0,1,3232,731,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xFE,0x72
1166,0xC9B7C,0x2D231,0xFFFFFE33,0,1,3235,729,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x31,0x72
1167,0xC9E40,0x2D0CF,0xFFFFFE9E,0,1,3238,728,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xCF,0x72
1168,0xCA104,0x2CFD8,0xFFFFFF09,0,1,3241,727,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD8,0x72
1169,0xCA3C8,0x2CF4C,0xFFFFFF74,0,1,3243,726,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4C,0x72
1170,0xCA68C,0x2CF2B,0xFFFFFFDF,0,1,3246,726,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2B,0x72
1171,0xCA950,0x2CF75,0x4A,0,1,3249,727,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x75,0x72
1172,0xCAC14,0x2D02A,0xB5,0,1,3252,727,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2A,0x72
1173,0xCAED8,0x2D14A,0x120,0,1,3254,728,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4A,0x72
1174,0xCB19C,0x2D2D5,0x18B,0,1,3257,730,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD5,0x72
1175,0xCB460,0x2D4CB,0x1F6,0,1,3260,732,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xCB,0x72
1176,0xCB724,0x2D72C,0x261,0,1,3263,734,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2C,0x72
1177,0xCB9E8,0x2D9F8,0x2CC,0,1,3265,737,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xF8,0x72
1178,0xCBCAC,0x2DD2F,0x337,0,1,3268,740,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2F,0x72
1179,0xCBF70,0x2E0D1,0x3A2,0,1,3271,744,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD1,0x72
1180,0xCC234,0x2E4DE,0x40D,0,1,3274,748,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xDE,0x72
1181,0xCC4F8,0x2E956,0x478,0,1,3276,752,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x56,0x72
1182,0xCC7BC,0x2EE39,0x4E3,0,1,3279,757,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x39,0x72
1183,0xCCA80,0x2F172,0x0,0,1,3282,761,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1184,0xCCD44,0x2F172,0x0,0,1,3285,761,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1185,0xCD008,0x2F172,0x0,0,1,3288,761,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1186,0xCD2CC,0x2F172,0xFFFFFA70,1,1,3290,761,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1187,0xCD590,0x2EC4D,0xFFFFFADB,0,1,3293,755,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4D,0x72
1188,0xCD854,0x2E793,0xFFFFFB46,0,1,3296,751,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x93,0x72
1189,0xCDB18,0x2E344,0xFFFFFBB1,0,1,3299,746,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x44,0x72
1190,0xCDDDC,0x2DF60,0xFFFFFC1C,0,1,3301,742,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x60,0x72
1191,0xCE0A0,0x2DBE7,0xFFFFFC87,0,1,3304,739,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xE7,0x72
1192,0xCE364,0x2D8D9,0xFFFFFCF2,0,1,3307,736,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD9,0x72
1193,0xCE628,0x2D636,0xFFFFFD5D,0,1,3310,733,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x36,0x72
1194,0xCE8EC,0x2D3FE,0xFFFFFDC8,0,1,3312,731,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xFE,0x72
1195,0xCEBB0,0x2D231,0xFFFFFE33,0,1,3315,729,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x31,0x72
1196,0xCEE74,0x2D0CF,0xFFFFFE9E,0,1,3318,728,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xCF,0x72
1197,0xCF138,0x2CFD8,0xFFFFFF09,0,1,3321,727,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD8,0x72
1198,0xCF3FC,0x2CF4C,0xFFFFFF74,0,1,3323,726,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4C,0x72
1199,0xCF6C0,0x2CF2B,0xFFFFFFDF,0,1,3326,726,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2B,0x72
1200,0xCF984,0x2CF75,0x4A,0,1,3329,727,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x75,0x72
1201,0xCFC48,0x2D02A,0xB5,0,1,3332,727,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2A,0x72
1202,0xCFF0C,0x2D14A,0x120,0,1,3335,728,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4A,0x72
1203,0xD01D0,0x2D2D5,0x18B,0,1,3337,730,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD5,0x72
1204,0xD0494,0x2D4CB,0x1F6,0,1,3340,732,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xCB,0x72
1205,0xD0758,0x2D72C,0x261,0,1,3343,734,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2C,0x72
1206,0xD0A1C,0x2D9F8,0x2CC,0,1,3346,737,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xF8,0x72
1207,0xD0CE0,0x2DD2F,0x337,0,1,3348,740,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2F,0x72
1208,0xD0FA4,0x2E0D1,0x3A2,0,1,3351,744,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD1,0x72
1209,0xD1268,0x2E4DE,0x40D,0,1,3354,748,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xDE,0x72
1210,0xD152C,0x2E956,0x478,0,1,3357,752,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x56,0x72
1211,0xD17F0,0x2EE39,0x4E3,0,1,3359,757,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x39,0x72
1212,0xD1AB4,0x2F387,0x54E,0,1,3362,763,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x87,0x72
1213,0xD1D78,0x2F940,0x5B9,0,1,3365,768,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x40,0x72
1214,0xD203C,0x2FF64,0x624,0,1,3368,774,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x64,0x72
1215,0xD2300,0x305F3,0x68F,0,1,3371,781,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xF3,0x72
1216,0xD25C4,0x30CED,0x6FA,0,1,3373,788,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xED,0x72
1217,0xD2888,0x31172,0x0,0,1,3376,793,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1218,0xD2B4C,0x31172,0x0,0,1,3379,793,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1219,0xD2E10,0x31172,0x0,0,1,3382,793,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1220,0xD30D4,0x31172,0x0,0,1,3384,793,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1221,0xD3398,0x31172,0x0,0,1,3387,793,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1222,0xD365C,0x31172,0x0,0,1,3390,793,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1223,0xD3920,0x31172,0x0,0,1,3393,793,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1224,0xD3BE4,0x31172,0x0,0,1,3395,793,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1225,0xD3EA8,0x31172,0x0,0,1,3398,793,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1226,0xD416C,0x31172,0x0,0,1,3401,793,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1227,0xD4430,0x31172,0xFFFFFA70,1,1,3404,793,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1228,0xD46F4,0x30C4D,0xFFFFFADB,0,1,3406,787,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4D,0x72
1229,0xD49B8,0x30793,0xFFFFFB46,0,1,3409,783,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x93,0x72
1230,0xD4C7C,0x30344,0xFFFFFBB1,0,1,3412,778,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x44,0x72
1231,0xD4F40,0x2FF60,0xFFFFFC1C,0,1,3415,774,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x60,0x72
1232,0xD5204,0x2FBE7,0xFFFFFC87,0,1,3418,771,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xE7,0x72
1233,0xD54C8,0x2F8D9,0xFFFFFCF2,0,1,3420,768,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD9,0x72
1234,0xD578C,0x2F636,0xFFFFFD5D,0,1,3423,765,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x36,0x72
1235,0xD5A50,0x2F3FE,0xFFFFFDC8,0,1,3426,763,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xFE,0x72
1236,0xD5D14,0x2F231,0xFFFFFE33,0,1,3429,761,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x31,0x72
1237,0xD5FD8,0x2F0CF,0xFFFFFE9E,0,1,3431,760,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xCF,0x72
1238,0xD629C,0x2EFD8,0xFFFFFF09,0,1,3434,759,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD8,0x72
1239,0xD6560,0x2EF4C,0xFFFFFF74,0,1,3437,758,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4C,0x72
1240,0xD6824,0x2EF2B,0xFFFFFFDF,0,1,3440,758,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2B,0x72
1241,0xD6AE8,0x2EF75,0x4A,0,1,3442,759,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x75,0x72
1242,0xD6DAC,0x2F02A,0xB5,0,1,3445,759,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2A,0x72
1243,0xD7070,0x2F14A,0x120,0,1,3448,760,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4A,0x72
1244,0xD7334,0x2F2D5,0x18B,0,1,3451,762,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD5,0x72
1245,0xD75F8,0x2F4CB,0x1F6,0,1,3453,764,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xCB,0x72
1246,0xD78BC,0x2F72C,0x261,0,1,3456,766,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2C,0x72
1247,0xD7B80,0x2F9F8,0x2CC,0,1,3459,769,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xF8,0x72
1248,0xD7E44,0x2FD2F,0x337,0,1,3462,772,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2F,0x72
1249,0xD8108,0x300D1,0x3A2,0,1,3465,776,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD1,0x72
1250,0xD83CC,0x30172,0x0,0,1,3467,777,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1251,0xD8690,0x30172,0x0,0,1,3470,777,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1252,0xD8954,0x30172,0x0,0,1,3473,777,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1253,0xD8C18,0x30172,0x0,0,1,3476,777,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1254,0xD8EDC,0x30172,0x0,0,1,3478,777,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1255,0xD91A0,0x30172,0x0,0,1,3481,777,1,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1256,0xD9464,0x30172,0xFFFFFA70,1,1,3484,777,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1257,0xD9728,0x2FC4D,0xFFFFFADB,0,1,3487,771,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4D,0x72
1258,0xD99EC,0x2F793,0xFFFFFB46,0,1,3489,767,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x93,0x72
1259,0xD9CB0,0x2F344,0xFFFFFBB1,0,1,3492,762,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x44,0x72
1260,0xD9F74,0x2EF60,0xFFFFFC1C,0,1,3495,758,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x60,0x72
1261,0xDA238,0x2EBE7,0xFFFFFC87,0,1,3498,755,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xE7,0x72
1262,0xDA4FC,0x2E8D9,0xFFFFFCF2,0,1,3500,752,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD9,0x72
1263,0xDA7C0,0x2E636,0xFFFFFD5D,0,1,3503,749,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x36,0x72
1264,0xDAA84,0x2E3FE,0xFFFFFDC8,0,1,3506,747,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xFE,0x72
1265,0xDAD48,0x2E231,0xFFFFFE33,0,1,3509,745,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x31,0x72
1266,0xDB00C,0x2E0CF,0xFFFFFE9E,0,1,3512,744,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xCF,0x72
1267,0xDB2D0,0x2DFD8,0xFFFFFF09,0,1,3514,743,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD8,0x72
1268,0xDB594,0x2DF4C,0xFFFFFF74,0,1,3517,742,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4C,0x72
1269,0xDB858,0x2DF2B,0xFFFFFFDF,0,1,3520,742,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2B,0x72
1270,0xDBB1C,0x2DF75,0x4A,0,1,3523,743,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x75,0x72
1271,0xDBDE0,0x2E02A,0xB5,0,1,3525,743,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x2A,0x72
1272,0xDC0A4,0x2E14A,0x120,0,1,3528,744,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4A,0x72
1273,0xDC368,0x2E172,0xFFFFFA70,1,1,3531,745,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x72,0x72
1274,0xDC62C,0x2DC4D,0xFFFFFADB,0,1,3534,739,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x4D,0x72
1275,0xDC8F0,0x2D793,0xFFFFFB46,0,1,3536,735,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x93,0x72
1276,0xDCBB4,0x2D344,0xFFFFFBB1,0,1,3539,730,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x44,0x72
1277,0xDCE78,0x2CF60,0xFFFFFC1C,0,1,3542,726,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x60,0x72
1278,0xDD13C,0x2CBE7,0xFFFFFC87,0,1,3545,723,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xE7,0x72
1279,0xDD400,0x2C8D9,0xFFFFFCF2,0,1,3548,720,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD9,0x72
1280,0xDD6C4,0x2C636,0xFFFFFD5D,0,1,3550,717,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x36,0x72
1281,0xDD988,0x2C3FE,0xFFFFFDC8,0,1,3553,715,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xFE,0x72
1282,0xDDC4C,0x2C231,0xFFFFFE33,0,1,3556,713,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0x31,0x72
1283,0xDDF10,0x2C0CF,0xFFFFFE9E,0,1,3559,712,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xCF,0x72
1284,0xDE1D4,0x2BFD8,0xFFFFFF09,0,1,3561,711,0,639,672,0,0,0,0,0,0,0,0,0x27F72,0xD8,0x72
1285,0xDE498,0x2BF4C,0xFFFFFF74,0,1,3564,711,0,639,672,0,0,0,0,0,0,0,0,0x27F4C,0x4C,0x4C
1286,0xDE75C,0x2BF2B,0xFFFFFFDF,0,1,3567,711,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x2B,0x2B
1287,0xDEA20,0x2BF75,0x4A,0,1,3570,711,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x75,0x2B
1288,0xDECE4,0x2C02A,0xB5,0,1,3572,711,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x2A,0x2B
1289,0xDEFA8,0x2C14A,0x120,0,1,3575,713,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x4A,0x2B
1290,0xDF26C,0x2C2D5,0x18B,0,1,3578,714,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0xD5,0x2B
1291,0xDF530,0x2C4CB,0x1F6,0,1,3581,716,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0xCB,0x2B
1292,0xDF7F4,0x2C72C,0x261,0,1,3583,719,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x2C,0x2B
1293,0xDFAB8,0x2C9F8,0x2CC,0,1,3586,721,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0xF8,0x2B
1294,0xDFD7C,0x2CD2F,0x337,0,1,3589,725,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x2F,0x2B
1295,0xE0040,0x2D0D1,0x3A2,0,1,3592,728,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0xD1,0x2B
1296,0xE0304,0x2D4DE,0x40D,0,1,3595,732,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0xDE,0x2B
1297,0xE05C8,0x2D956,0x478,0,1,3597,737,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x56,0x2B
1298,0xE088C,0x2DE39,0x4E3,0,1,3600,742,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x39,0x2B
1299,0xE0B50,0x2E12B,0x0,0,1,3603,745,1,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x2B,0x2B
1300,0xE0E14,0x2E12B,0x0,0,1,3606,745,1,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x2B,0x2B
1301,0xE10D8,0x2E12B,0x0,0,1,3608,745,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x2B,0x2B
1302,0xE139C,0x2E196,0x6B,0,1,3611,745,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x96,0x2B
1303,0xE1660,0x2E26C,0xD6,0,1,3614,746,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0x6C,0x2B
1304,0xE1924,0x2E3AD,0x141,0,1,3617,747,0,639,672,0,0,0,0,0,0,0,0,0x27F2B,0xAD,0x2B
