frame,X_fixed,Y_fixed,VelY_fixed,VelX_fixed,X_px,Y_px,gravity,mini,gamemode,onGround
385,0x5008,0xAEC7,0x04E3,0x02C4,80,174,0,0,0,0
386,0x50CC,0xB200,0x0000,0x02C4,80,178,0,0,0,1
387,0x5090,0xB200,0x0000,0x02C4,80,178,0,0,0,1
388,0x5054,0xB200,0xFA70,0x02C4,80,178,0,0,0,0
389,0x5018,0xACDB,0xFADB,0x02C4,80,172,0,0,0,0
390,0x50DC,0xA821,0xFB46,0x02C4,80,168,0,0,0,0
391,0x50A0,0xA3D2,0xFBB1,0x02C4,80,163,0,0,0,0
392,0x5064,0x9FEE,0xFC1C,0x02C4,80,159,0,0,0,0
393,0x5028,0x9C75,0xFC87,0x02C4,80,156,0,0,0,0
394,0x50EC,0x9967,0xFCF2,0x02C4,80,153,0,0,0,0
395,0x50B0,0x96C4,0xFD5D,0x02C4,80,150,0,0,0,0
396,0x5074,0x948C,0xFDC8,0x02C4,80,148,0,0,0,0
397,0x5038,0x92BF,0xFE33,0x02C4,80,146,0,0,0,0
398,0x50FC,0x915D,0xFE9E,0x02C4,80,145,0,0,0,0
399,0x50C0,0x9066,0xFF09,0x02C4,80,144,0,0,0,0
400,0x5084,0x8FDA,0xFF74,0x02C4,80,143,0,0,0,0
401,0x5048,0x8FB9,0xFFDF,0x02C4,80,143,0,0,0,0
402,0x500C,0x9003,0x004A,0x02C4,80,144,0,0,0,0
403,0x50D0,0x90B8,0x00B5,0x02C4,80,144,0,0,0,0
404,0x5094,0x91D8,0x0120,0x02C4,80,145,0,0,0,0
405,0x5058,0x9363,0x018B,0x02C4,80,147,0,0,0,0
406,0x501C,0x9559,0x01F6,0x02C4,80,149,0,0,0,0
407,0x50E0,0x97BA,0x0261,0x02C4,80,151,0,0,0,0
408,0x50A4,0x9A86,0x02CC,0x02C4,80,154,0,0,0,0
409,0x5068,0x9DBD,0x0337,0x02C4,80,157,0,0,0,0
410,0x502C,0xA15F,0x03A2,0x02C4,80,161,0,0,0,0
411,0x50F0,0xA56C,0x040D,0x02C4,80,165,0,0,0,0
412,0x50B4,0xA9E4,0x0478,0x02C4,80,169,0,0,0,0
413,0x5078,0xAEC7,0x04E3,0x02C4,80,174,0,0,0,0
414,0x503C,0xB200,0xFA70,0x02C4,80,178,0,0,0,0
415,0x5000,0xACDB,0xFADB,0x02C4,80,172,0,0,0,0
416,0x50C4,0xA821,0xFB46,0x02C4,80,168,0,0,0,0
417,0x5088,0xA3D2,0xFBB1,0x02C4,80,163,0,0,0,0
418,0x504C,0x9FEE,0xFC1C,0x02C4,80,159,0,0,0,0
419,0x5010,0x9C75,0xFC87,0x02C4,80,156,0,0,0,0
420,0x50D4,0x9967,0xFCF2,0x02C4,80,153,0,0,0,0
421,0x5098,0x96C4,0xFD5D,0x02C4,80,150,0,0,0,0
422,0x505C,0x948C,0xFDC8,0x02C4,80,148,0,0,0,0
423,0x5020,0x92BF,0xFE33,0x02C4,80,146,0,0,0,0
424,0x50E4,0x915D,0xFE9E,0x02C4,80,145,0,0,0,0
425,0x50A8,0x9066,0xFF09,0x02C4,80,144,0,0,0,0
426,0x506C,0x8FDA,0xFF74,0x02C4,80,143,0,0,0,0
427,0x5030,0x8FB9,0xFFDF,0x02C4,80,143,0,0,0,0
428,0x50F4,0x9003,0x004A,0x02C4,80,144,0,0,0,0
429,0x50B8,0x90B8,0x00B5,0x02C4,80,144,0,0,0,0
430,0x507C,0x91D8,0x0120,0x02C4,80,145,0,0,0,0
431,0x5040,0x9200,0x0000,0x02C4,80,146,0,0,0,1
432,0x5004,0x9200,0x0000,0x02C4,80,146,0,0,0,1
433,0x50C8,0x9200,0x0000,0x02C4,80,146,0,0,0,1
434,0x508C,0x9200,0x0000,0x02C4,80,146,0,0,0,1
435,0x5050,0x9200,0x0000,0x02C4,80,146,0,0,0,1
436,0x5014,0x9200,0xFA70,0x02C4,80,146,0,0,0,0
437,0x50D8,0x8CDB,0xFADB,0x02C4,80,140,0,0,0,0
438,0x509C,0x8821,0xFB46,0x02C4,80,136,0,0,0,0
439,0x5060,0x83D2,0xFBB1,0x02C4,80,131,0,0,0,0
440,0x5024,0x7FEE,0xFC1C,0x02C4,80,127,0,0,0,0
441,0x50E8,0x7C75,0xFC87,0x02C4,80,124,0,0,0,0
442,0x50AC,0x7967,0xFCF2,0x02C4,80,121,0,0,0,0
443,0x5070,0x76C4,0xFD5D,0x02C4,80,118,0,0,0,0
444,0x5034,0x748C,0xFDC8,0x02C4,80,116,0,0,0,0
445,0x50F8,0x72BF,0xFE33,0x02C4,80,114,0,0,0,0
446,0x50BC,0x715D,0xFE9E,0x02C4,80,113,0,0,0,0
447,0x5080,0x7066,0xFF09,0x02C4,80,112,0,0,0,0
448,0x5044,0x6FDA,0xFF74,0x02C4,80,111,0,0,0,0
449,0x5008,0x6FB9,0xFFDF,0x02C4,80,111,0,0,0,0
450,0x50CC,0x7003,0x004A,0x02C4,80,112,0,0,0,0
451,0x5090,0x70B8,0x00B5,0x02C4,80,112,0,0,0,0
452,0x5054,0x71D8,0x0120,0x02C4,80,113,0,0,0,0
453,0x5018,0x7363,0x018B,0x02C4,80,115,0,0,0,0
454,0x50DC,0x7559,0x01F6,0x02C4,80,117,0,0,0,0
455,0x50A0,0x7200,0x0000,0x02C4,80,114,0,0,0,1
456,0x5064,0x7200,0x0000,0x02C4,80,114,0,0,0,1
457,0x5028,0x7200,0x0000,0x02C4,80,114,0,0,0,1
458,0x50EC,0x7200,0x0000,0x02C4,80,114,0,0,0,1
459,0x50B0,0x7200,0x0000,0x02C4,80,114,0,0,0,1
460,0x5074,0x7200,0x0000,0x02C4,80,114,0,0,0,1
461,0x5038,0x7200,0x0000,0x02C4,80,114,0,0,0,1
462,0x50FC,0x7200,0x0000,0x02C4,80,114,0,0,0,1
463,0x50C0,0x7200,0xFA70,0x02C4,80,114,0,0,0,0
464,0x5084,0x6CDB,0xFADB,0x02C4,80,108,0,0,0,0
465,0x5048,0x6821,0xFB46,0x02C4,80,104,0,0,0,0
466,0x500C,0x63D2,0xFBB1,0x02C4,80,99,0,0,0,0
467,0x50D0,0x5FEE,0xFC1C,0x02C4,80,95,0,0,0,0
468,0x5094,0x5C75,0xFC87,0x02C4,80,92,0,0,0,0
469,0x5058,0x5967,0xFCF2,0x02C4,80,89,0,0,0,0
470,0x501C,0x56C4,0xFD5D,0x02C4,80,86,0,0,0,0
471,0x50E0,0x548C,0xFDC8,0x02C4,80,84,0,0,0,0
472,0x50A4,0x52BF,0xFE33,0x02C4,80,82,0,0,0,0
473,0x5068,0x515D,0xFE9E,0x02C4,80,81,0,0,0,0
474,0x502C,0x5066,0xFF09,0x02C4,80,80,0,0,0,0
475,0x50F0,0x4FDA,0xFF74,0x02C4,80,79,0,0,0,0
476,0x50B4,0x4FB9,0xFFDF,0x02C4,80,79,0,0,0,0
477,0x5078,0x5003,0x004A,0x02C4,80,80,0,0,0,0
478,0x503C,0x50B8,0x00B5,0x02C4,80,80,0,0,0,0
479,0x5000,0x51D8,0x0120,0x02C4,80,81,0,0,0,0
480,0x50C4,0x5363,0x018B,0x02C4,80,83,0,0,0,0
481,0x5088,0x5559,0x01F6,0x02C4,80,85,0,0,0,0
482,0x504C,0x57BA,0x0261,0x02C4,80,87,0,0,0,0
483,0x5010,0x5A86,0x02CC,0x02C4,80,90,0,0,0,0
484,0x50D4,0x5200,0x0000,0x02C4,80,82,0,0,0,1
485,0x5098,0x5200,0x0000,0x02C4,80,82,0,0,0,1
486,0x505C,0x5200,0x0000,0x02C4,80,82,0,0,0,1
487,0x5020,0x5200,0x0000,0x02C4,80,82,0,0,0,1
488,0x50E4,0x5200,0xFA70,0x02C4,80,82,0,0,0,0
489,0x50A8,0x4CDB,0xFADB,0x02C4,80,76,0,0,0,0
490,0x506C,0x4821,0xFB46,0x02C4,80,72,0,0,0,0
491,0x5030,0x43D2,0xFBB1,0x02C4,80,67,0,0,0,0
492,0x50F4,0x4000,0xFC1C,0x02C4,80,64,0,0,0,0
493,0x50B8,0x4000,0xFC87,0x02C4,80,64,0,0,0,0
494,0x507C,0x4000,0xFCF2,0x02C4,80,64,0,0,0,0
495,0x5040,0x4000,0xFD5D,0x02C4,80,64,0,0,0,0
496,0x5004,0x4000,0xFDC8,0x02C4,80,64,0,0,0,0
497,0x50C8,0x4000,0xFE33,0x02C4,80,64,0,0,0,0
498,0x508C,0x4000,0xFE9E,0x02C4,80,64,0,0,0,0
499,0x5050,0x4000,0xFF09,0x02C4,80,64,0,0,0,0
500,0x5014,0x4000,0xFF74,0x02C4,80,64,0,0,0,0
501,0x50D8,0x4000,0xFFDF,0x02C4,80,64,0,0,0,0
502,0x509C,0x404A,0x004A,0x02C4,80,64,0,0,0,0
503,0x5060,0x40FF,0x00B5,0x02C4,80,64,0,0,0,0
504,0x5024,0x421F,0x0120,0x02C4,80,66,0,0,0,0
505,0x50E8,0x43AA,0x018B,0x02C4,80,67,0,0,0,0
506,0x50AC,0x45A0,0x01F6,0x02C4,80,69,0,0,0,0
507,0x5070,0x4801,0x0261,0x02C4,80,72,0,0,0,0
508,0x5034,0x4ACD,0x02CC,0x02C4,80,74,0,0,0,0
509,0x50F8,0x4E04,0x0337,0x02C4,80,78,0,0,0,0
510,0x50BC,0x51A6,0x03A2,0x02C4,80,81,0,0,0,0
511,0x5080,0x55B3,0x040D,0x02C4,80,85,0,0,0,0
512,0x5044,0x5A2B,0x0478,0x02C4,80,90,0,0,0,0
513,0x5008,0x5F0E,0x04E3,0x02C4,80,95,0,0,0,0
514,0x50CC,0x645C,0x054E,0x02C4,80,100,0,0,0,0
515,0x5090,0x6A15,0x05B9,0x02C4,80,106,0,0,0,0
516,0x5054,0x7039,0x0624,0x02C4,80,112,0,0,0,0
517,0x5018,0x76C8,0x068F,0x02C4,80,118,0,0,0,0
518,0x50DC,0x7DC2,0x06FA,0x02C4,80,125,0,0,0,0
519,0x50A0,0x8527,0x0765,0x02C4,80,133,0,0,0,0
520,0x5064,0x8C21,0x06FA,0x02C4,80,140,0,0,0,0
521,0x5028,0x9300,0x0000,0x02C4,80,147,0,0,0,1
522,0x50EC,0x9300,0x0000,0x02C4,80,147,0,0,0,1
523,0x50B0,0x9300,0x0000,0x02C4,80,147,0,0,0,1
524,0x5074,0x936B,0x006B,0x02C4,80,147,0,0,0,0
525,0x5038,0x9441,0x00D6,0x02C4,80,148,0,0,0,0
526,0x50FC,0x9582,0x0141,0x02C4,80,149,0,0,0,0
527,0x50C0,0x972E,0x01AC,0x02C4,80,151,0,0,0,0
528,0x5084,0x9945,0x0217,0x02C4,80,153,0,0,0,0
529,0x5048,0x9BC7,0x0282,0x02C4,80,155,0,0,0,0
530,0x500C,0x9EB4,0x02ED,0x02C4,80,158,0,0,0,0
531,0x50D0,0xA000,0x0358,0x02C4,80,160,0,0,0,0
532,0x5094,0xA000,0x03C3,0x02C4,80,160,0,0,0,0
533,0x5058,0xA000,0x042E,0x02C4,80,160,0,0,0,0
534,0x501C,0xA000,0x0499,0x02C4,80,160,0,0,0,0
535,0x50E0,0xA353,0x0504,0x02C4,80,163,0,0,0,0
536,0x50A4,0xA8C2,0x056F,0x02C4,80,168,0,0,0,0
537,0x5068,0xAE9C,0x05DA,0x02C4,80,174,0,0,0,0
538,0x502C,0xB200,0x0000,0x02C4,80,178,0,0,0,1
539,0x50F0,0xB200,0x0000,0x02C4,80,178,0,0,0,1
540,0x50B4,0xB200,0x0000,0x02C4,80,178,0,0,0,1
541,0x5078,0xB200,0x0000,0x02C4,80,178,0,0,0,1
542,0x503C,0xB200,0xFA70,0x02C4,80,178,0,0,0,0
543,0x5000,0xACDB,0xFADB,0x02C4,80,172,0,0,0,0
544,0x50C4,0xA821,0xFB46,0x02C4,80,168,0,0,0,0
545,0x5088,0xA3D2,0xFBB1,0x02C4,80,163,0,0,0,0
546,0x504C,0x9FEE,0xFC1C,0x02C4,80,159,0,0,0,0
547,0x5010,0x9C75,0xFC87,0x02C4,80,156,0,0,0,0
548,0x50D4,0x9967,0xFCF2,0x02C4,80,153,0,0,0,0
549,0x5098,0x96C4,0xFD5D,0x02C4,80,150,0,0,0,0
550,0x505C,0x948C,0xFDC8,0x02C4,80,148,0,0,0,0
551,0x5020,0x92BF,0xFE33,0x02C4,80,146,0,0,0,0
552,0x50E4,0x915D,0xFE9E,0x02C4,80,145,0,0,0,0
553,0x50A8,0x9066,0xFF09,0x02C4,80,144,0,0,0,0
554,0x506C,0x8FDA,0xFF74,0x02C4,80,143,0,0,0,0
555,0x5030,0x8FB9,0xFFDF,0x02C4,80,143,0,0,0,0
556,0x50F4,0x9003,0x004A,0x02C4,80,144,0,0,0,0
557,0x50B8,0x90B8,0x00B5,0x02C4,80,144,0,0,0,0
558,0x507C,0x91D8,0x0120,0x02C4,80,145,0,0,0,0
559,0x5040,0x9200,0x0000,0x02C4,80,146,0,0,0,1
560,0x5004,0x9200,0x0000,0x02C4,80,146,0,0,0,1
561,0x50C8,0x9200,0x0000,0x02C4,80,146,0,0,0,1
562,0x508C,0x9200,0x0000,0x02C4,80,146,0,0,0,1
563,0x5050,0x9200,0xFA70,0x02C4,80,146,0,0,0,0
564,0x5014,0x8CDB,0xFADB,0x02C4,80,140,0,0,0,0
565,0x50D8,0x8821,0xFB46,0x02C4,80,136,0,0,0,0
566,0x509C,0x83D2,0xFBB1,0x02C4,80,131,0,0,0,0
567,0x5060,0x7FEE,0xFC1C,0x02C4,80,127,0,0,0,0
568,0x5024,0x7C75,0xFC87,0x02C4,80,124,0,0,0,0
569,0x50E8,0x7967,0xFCF2,0x02C4,80,121,0,0,0,0
570,0x50AC,0x76C4,0xFD5D,0x02C4,80,118,0,0,0,0
571,0x5070,0x748C,0xFDC8,0x02C4,80,116,0,0,0,0
572,0x5034,0x72BF,0xFE33,0x02C4,80,114,0,0,0,0
573,0x50F8,0x715D,0xFE9E,0x02C4,80,113,0,0,0,0
574,0x50BC,0x7066,0xFF09,0x02C4,80,112,0,0,0,0
575,0x5080,0x6FDA,0xFF74,0x02C4,80,111,0,0,0,0
576,0x5044,0x6FB9,0xFFDF,0x02C4,80,111,0,0,0,0
577,0x5008,0x7003,0x004A,0x02C4,80,112,0,0,0,0
578,0x50CC,0x70B8,0x00B5,0x02C4,80,112,0,0,0,0
579,0x5090,0x71D8,0x0120,0x02C4,80,113,0,0,0,0
580,0x5054,0x7363,0x018B,0x02C4,80,115,0,0,0,0
581,0x5018,0x7559,0x01F6,0x02C4,80,117,0,0,0,0
582,0x50DC,0x77BA,0x0261,0x02C4,80,119,0,0,0,0
583,0x50A0,0x7A86,0x02CC,0x02C4,80,122,0,0,0,0
584,0x5064,0x7DBD,0x0337,0x02C4,80,125,0,0,0,0
585,0x5028,0x815F,0x03A2,0x02C4,80,129,0,0,0,0
586,0x50EC,0x856C,0x040D,0x02C4,80,133,0,0,0,0
587,0x50B0,0x89E4,0x0478,0x02C4,80,137,0,0,0,0
588,0x5074,0x8EC7,0x04E3,0x02C4,80,142,0,0,0,0
589,0x5038,0x9415,0x054E,0x02C4,80,148,0,0,0,0
590,0x50FC,0x99CE,0x05B9,0x02C4,80,153,0,0,0,0
591,0x50C0,0x9FF2,0x0624,0x02C4,80,159,0,0,0,0
592,0x5084,0xA681,0x068F,0x02C4,80,166,0,0,0,0
593,0x5048,0xAD7B,0x06FA,0x02C4,80,173,0,0,0,0
594,0x500C,0xB200,0x0000,0x02C4,80,178,0,0,0,1
595,0x50D0,0xB200,0x0000,0x02C4,80,178,0,0,0,1
596,0x5094,0xB200,0x0000,0x02C4,80,178,0,0,0,1
597,0x5058,0xB200,0x0000,0x02C4,80,178,0,0,0,1
598,0x501C,0xB200,0x0000,0x02C4,80,178,0,0,0,1
599,0x50E0,0xB200,0x0000,0x02C4,80,178,0,0,0,1
600,0x50A4,0xB200,0x0000,0x02C4,80,178,0,0,0,1
601,0x5068,0xB200,0x0000,0x02C4,80,178,0,0,0,1
602,0x502C,0xB200,0x0000,0x02C4,80,178,0,0,0,1
603,0x50F0,0xB200,0xFA70,0x02C4,80,178,0,0,0,0
604,0x50B4,0xACDB,0xFADB,0x02C4,80,172,0,0,0,0
605,0x5078,0xA821,0xFB46,0x02C4,80,168,0,0,0,0
606,0x503C,0xA3D2,0xFBB1,0x02C4,80,163,0,0,0,0
607,0x5000,0x9FEE,0xFC1C,0x02C4,80,159,0,0,0,0
608,0x50C4,0x9C75,0xFC87,0x02C4,80,156,0,0,0,0
609,0x5088,0x9967,0xFCF2,0x02C4,80,153,0,0,0,0
610,0x504C,0x96C4,0xFD5D,0x02C4,80,150,0,0,0,0
611,0x5010,0x948C,0xFDC8,0x02C4,80,148,0,0,0,0
612,0x50D4,0x92BF,0xFE33,0x02C4,80,146,0,0,0,0
613,0x5098,0x915D,0xFE9E,0x02C4,80,145,0,0,0,0
614,0x505C,0x9066,0xFF09,0x02C4,80,144,0,0,0,0
615,0x5020,0x8FDA,0xFF74,0x02C4,80,143,0,0,0,0
616,0x50E4,0x8FB9,0xFFDF,0x02C4,80,143,0,0,0,0
617,0x50A8,0x9003,0x004A,0x02C4,80,144,0,0,0,0
618,0x506C,0x90B8,0x00B5,0x02C4,80,144,0,0,0,0
619,0x5030,0x91D8,0x0120,0x02C4,80,145,0,0,0,0
620,0x50F4,0x9363,0x018B,0x02C4,80,147,0,0,0,0
621,0x50B8,0x9559,0x01F6,0x02C4,80,149,0,0,0,0
622,0x507C,0x97BA,0x0261,0x02C4,80,151,0,0,0,0
623,0x5040,0x9A86,0x02CC,0x02C4,80,154,0,0,0,0
624,0x5004,0x9DBD,0x0337,0x02C4,80,157,0,0,0,0
625,0x50C8,0xA15F,0x03A2,0x02C4,80,161,0,0,0,0
626,0x508C,0xA56C,0x040D,0x02C4,80,165,0,0,0,0
627,0x5050,0xA9E4,0x0478,0x02C4,80,169,0,0,0,0
628,0x5014,0xAEC7,0x04E3,0x02C4,80,174,0,0,0,0
629,0x50D8,0xB200,0x0000,0x02C4,80,178,0,0,0,1
630,0x509C,0xB200,0x0000,0x02C4,80,178,0,0,0,1
631,0x5060,0xB200,0x0000,0x02C4,80,178,0,0,0,1
632,0x5024,0xB200,0x0000,0x02C4,80,178,0,0,0,1
633,0x50E8,0xB200,0x0000,0x02C4,80,178,0,0,0,1
634,0x50AC,0xB200,0x0000,0x02C4,80,178,0,0,0,1
635,0x5070,0xB200,0x0000,0x02C4,80,178,0,0,0,1
636,0x5034,0xB200,0x0000,0x02C4,80,178,0,0,0,1
637,0x50F8,0xB200,0x0000,0x02C4,80,178,0,0,0,1
638,0x50BC,0xB200,0xFA70,0x02C4,80,178,0,0,0,0
639,0x5080,0xACDB,0xFADB,0x02C4,80,172,0,0,0,0
640,0x5044,0xA821,0xFB46,0x02C4,80,168,0,0,0,0
641,0x5008,0xA3D2,0xFBB1,0x02C4,80,163,0,0,0,0
642,0x50CC,0x9FEE,0xFC1C,0x02C4,80,159,0,0,0,0
643,0x5090,0x9C75,0xFC87,0x02C4,80,156,0,0,0,0
644,0x5054,0x9967,0xFCF2,0x02C4,80,153,0,0,0,0
645,0x5018,0x96C4,0xFD5D,0x02C4,80,150,0,0,0,0
646,0x50DC,0x948C,0xFDC8,0x02C4,80,148,0,0,0,0
647,0x50A0,0x92BF,0xFE33,0x02C4,80,146,0,0,0,0
648,0x5064,0x915D,0xFE9E,0x02C4,80,145,0,0,0,0
649,0x5028,0x9066,0xFF09,0x02C4,80,144,0,0,0,0
650,0x50EC,0x8FDA,0xFF74,0x02C4,80,143,0,0,0,0
651,0x50B0,0x8FB9,0xFFDF,0x02C4,80,143,0,0,0,0
652,0x5074,0x9003,0x004A,0x02C4,80,144,0,0,0,0
653,0x5038,0x90B8,0x00B5,0x02C4,80,144,0,0,0,0
654,0x50FC,0x91D8,0x0120,0x02C4,80,145,0,0,0,0
655,0x50C0,0x9200,0x0000,0x02C4,80,146,0,0,0,1
656,0x5084,0x9200,0x0000,0x02C4,80,146,0,0,0,1
657,0x5048,0x9200,0x0000,0x02C4,80,146,0,0,0,1
658,0x500C,0x9200,0x0000,0x02C4,80,146,0,0,0,1
659,0x50D0,0x9200,0x0000,0x02C4,80,146,0,0,0,1
660,0x5094,0x9200,0x0000,0x02C4,80,146,0,0,0,1
661,0x5058,0x9200,0x0000,0x02C4,80,146,0,0,0,1
662,0x501C,0x9200,0x0000,0x02C4,80,146,0,0,0,1
663,0x50E0,0x926B,0x006B,0x02C4,80,146,0,0,0,0
664,0x50A4,0x9341,0x00D6,0x02C4,80,147,0,0,0,0
665,0x5068,0x9482,0x0141,0x02C4,80,148,0,0,0,0
666,0x502C,0x962E,0x01AC,0x02C4,80,150,0,0,0,0
667,0x50F0,0x9845,0x0217,0x02C4,80,152,0,0,0,0
668,0x50B4,0x9AC7,0x0282,0x02C4,80,154,0,0,0,0
669,0x5078,0x9DB4,0x02ED,0x02C4,80,157,0,0,0,0
670,0x503C,0xA10C,0x0358,0x02C4,80,161,0,0,0,0
671,0x5000,0xA200,0x0000,0x02C4,80,162,0,0,0,1
672,0x50C4,0xA200,0x0000,0x02C4,80,162,0,0,0,1
673,0x5088,0xA200,0x0000,0x02C4,80,162,0,0,0,1
674,0x504C,0xA200,0x0000,0x02C4,80,162,0,0,0,1
675,0x5010,0xA200,0x0000,0x02C4,80,162,0,0,0,1
676,0x50D4,0xA200,0x0000,0x02C4,80,162,0,0,0,1
677,0x5098,0xA200,0x0000,0x02C4,80,162,0,0,0,1
678,0x505C,0xA200,0xFA70,0x02C4,80,162,0,0,0,0
679,0x5020,0x9CDB,0xFADB,0x02C4,80,156,0,0,0,0
680,0x50E4,0x9821,0xFB46,0x02C4,80,152,0,0,0,0
681,0x50A8,0x93D2,0xFBB1,0x02C4,80,147,0,0,0,0
682,0x506C,0x8FEE,0xFC1C,0x02C4,80,143,0,0,0,0
683,0x5030,0x8C75,0xFC87,0x02C4,80,140,0,0,0,0
684,0x50F4,0x8967,0xFCF2,0x02C4,80,137,0,0,0,0
685,0x50B8,0x86C4,0xFD5D,0x02C4,80,134,0,0,0,0
686,0x507C,0x848C,0xFDC8,0x02C4,80,132,0,0,0,0
687,0x5040,0x82BF,0xFE33,0x02C4,80,130,0,0,0,0
688,0x5004,0x815D,0xFE9E,0x02C4,80,129,0,0,0,0
689,0x50C8,0x8066,0xFF09,0x02C4,80,128,0,0,0,0
690,0x508C,0x7FDA,0xFF74,0x02C4,80,127,0,0,0,0
691,0x5050,0x7FB9,0xFFDF,0x02C4,80,127,0,0,0,0
692,0x5014,0x8003,0x004A,0x02C4,80,128,0,0,0,0
693,0x50D8,0x80B8,0x00B5,0x02C4,80,128,0,0,0,0
694,0x509C,0x81D8,0x0120,0x02C4,80,129,0,0,0,0
695,0x5060,0x8363,0x018B,0x02C4,80,131,0,0,0,0
696,0x5024,0x8559,0x01F6,0x02C4,80,133,0,0,0,0
697,0x50E8,0x87BA,0x0261,0x02C4,80,135,0,0,0,0
698,0x50AC,0x8A86,0x02CC,0x02C4,80,138,0,0,0,0
699,0x5070,0x8DBD,0x0337,0x02C4,80,141,0,0,0,0
700,0x5034,0x915F,0x03A2,0x02C4,80,145,0,0,0,0
701,0x50F8,0x956C,0x040D,0x02C4,80,149,0,0,0,0
702,0x50BC,0x99E4,0x0478,0x02C4,80,153,0,0,0,0
703,0x5080,0x9EC7,0x04E3,0x02C4,80,158,0,0,0,0
704,0x5044,0xA200,0x0000,0x02C4,80,162,0,0,0,1
705,0x5008,0xA200,0x0000,0x02C4,80,162,0,0,0,1
706,0x50CC,0xA200,0x0000,0x02C4,80,162,0,0,0,1
707,0x5090,0xA200,0x0000,0x02C4,80,162,0,0,0,1
708,0x5054,0xA200,0x0000,0x02C4,80,162,0,0,0,1
709,0x5018,0xA200,0x0000,0x02C4,80,162,0,0,0,1
710,0x50DC,0xA200,0x0000,0x02C4,80,162,0,0,0,1
711,0x50A0,0xA200,0x0000,0x02C4,80,162,0,0,0,1
712,0x5064,0xA200,0x0000,0x02C4,80,162,0,0,0,1
713,0x5028,0xA200,0x0000,0x02C4,80,162,0,0,0,1
714,0x50EC,0xA200,0xFA70,0x02C4,80,162,0,0,0,0
715,0x50B0,0x9CDB,0xFADB,0x02C4,80,156,0,0,0,0
716,0x5074,0x9821,0xFB46,0x02C4,80,152,0,0,0,0
717,0x5038,0x93D2,0xFBB1,0x02C4,80,147,0,0,0,0
718,0x50FC,0x8FEE,0xFC1C,0x02C4,80,143,0,0,0,0
719,0x50C0,0x8C75,0xFC87,0x02C4,80,140,0,0,0,0
720,0x5084,0x8967,0xFCF2,0x02C4,80,137,0,0,0,0
721,0x5048,0x86C4,0xFD5D,0x02C4,80,134,0,0,0,0
722,0x500C,0x848C,0xFDC8,0x02C4,80,132,0,0,0,0
723,0x50D0,0x82BF,0xFE33,0x02C4,80,130,0,0,0,0
724,0x5094,0x815D,0xFE9E,0x02C4,80,129,0,0,0,0
725,0x5058,0x8066,0xFF09,0x02C4,80,128,0,0,0,0
726,0x501C,0x7FDA,0xFF74,0x02C4,80,127,0,0,0,0
727,0x50E0,0x7FB9,0xFFDF,0x02C4,80,127,0,0,0,0
728,0x50A4,0x8003,0x004A,0x02C4,80,128,0,0,0,0
729,0x5068,0x80B8,0x00B5,0x02C4,80,128,0,0,0,0
730,0x502C,0x81D8,0x0120,0x02C4,80,129,0,0,0,0
731,0x50F0,0x8200,0x0000,0x02C4,80,130,0,0,0,1
732,0x50B4,0x8200,0x0000,0x02C4,80,130,0,0,0,1
733,0x5078,0x8200,0x0000,0x02C4,80,130,0,0,0,1
734,0x503C,0x8200,0x0000,0x02C4,80,130,0,0,0,1
735,0x5000,0x8200,0xFA70,0x02C4,80,130,0,0,0,0
736,0x50C4,0x7CDB,0xFADB,0x02C4,80,124,0,0,0,0
737,0x5088,0x7821,0xFB46,0x02C4,80,120,0,0,0,0
738,0x504C,0x73D2,0xFBB1,0x02C4,80,115,0,0,0,0
739,0x5010,0x6FEE,0xFC1C,0x02C4,80,111,0,0,0,0
740,0x50D4,0x6C75,0xFC87,0x02C4,80,108,0,0,0,0
741,0x5098,0x6967,0xFCF2,0x02C4,80,105,0,0,0,0
742,0x505C,0x66C4,0xFD5D,0x02C4,80,102,0,0,0,0
743,0x5020,0x648C,0xFDC8,0x02C4,80,100,0,0,0,0
744,0x50E4,0x62BF,0xFE33,0x02C4,80,98,0,0,0,0
745,0x50A8,0x615D,0xFE9E,0x02C4,80,97,0,0,0,0
746,0x506C,0x6066,0xFF09,0x02C4,80,96,0,0,0,0
747,0x5030,0x5FDA,0xFF74,0x02C4,80,95,0,0,0,0
748,0x50F4,0x5FB9,0xFFDF,0x02C4,80,95,0,0,0,0
749,0x50B8,0x6003,0x004A,0x02C4,80,96,0,0,0,0
750,0x507C,0x60B8,0x00B5,0x02C4,80,96,0,0,0,0
751,0x5040,0x61D8,0x0120,0x02C4,80,97,0,0,0,0
752,0x5004,0x6363,0x018B,0x02C4,80,99,0,0,0,0
753,0x50C8,0x6559,0x01F6,0x02C4,80,101,0,0,0,0
754,0x508C,0x67BA,0x0261,0x02C4,80,103,0,0,0,0
755,0x5050,0x6A86,0x02CC,0x02C4,80,106,0,0,0,0
756,0x5014,0x6DBD,0x0337,0x02C4,80,109,0,0,0,0
757,0x50D8,0x715F,0x03A2,0x02C4,80,113,0,0,0,0
758,0x509C,0x756C,0x040D,0x02C4,80,117,0,0,0,0
759,0x5060,0x79E4,0x0478,0x02C4,80,121,0,0,0,0
760,0x5024,0x7EC7,0x04E3,0x02C4,80,126,0,0,0,0
761,0x50E8,0x8200,0x0000,0x02C4,80,130,0,0,0,1
762,0x50AC,0x8200,0x0000,0x02C4,80,130,0,0,0,1
